Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
5.12,65.08,3.72,1.8,0.31,22.6,1.4,90.59,2.56,1.38,47.72,28.84,7.27,11.32,25.87,26.4,1260,0.27,0.33,0.34
,,,,,,,,,,,,,,,,,,,
5.15,65.29,3.65,1.84,0.3,22.06,1.68,92.85,2.51,1.41,51.44,24.48,7.47,11.11,26.05,26.36,1240,0.3,0.33,0.34
,,,,,,,,,,,,,,,,,,,
5.14,65.02,3.67,1.81,0.52,21.73,2.46,93.69,2.47,1.4,49.71,24.84,7.41,11.17,25.99,26.57,1200,0.33,0.34,0.33
,,,,,,,,,,,,,,,,,,,
5.11,64.67,3.7,1.81,0.28,22.5,1.15,90.4,2.55,1.38,47.92,28.39,7.28,11.26,25.82,26.3,1280,0.29,0.34,0.33
5.16,65.05,3.74,1.7,0.31,22.57,1.12,90.57,2.54,1.38,48.67,28.03,7.35,11.38,26.07,26.46,1310,0.32,0.33,0.33
,,,,,,,,,,,,,,,,,,,
5.15,65.86,3.77,1.64,0.17,21.87,1.68,94.27,2.45,1.37,55.03,21.23,7.27,11.47,26.01,26.3,1340,0.27,0.31,0.32
5.31,65.18,3.76,1.76,0.39,21.94,3.32,92.79,2.42,1.41,43.99,29.75,7.71,11.44,26.86,27.09,1210,0.36,0.34,0.33
,,,,,,,,,,,,,,,,,,,
5.25,65.84,3.87,1.66,0.32,21.33,3.52,96.06,2.34,1.36,50.75,22.91,7.36,11.78,26.51,26.98,1400,0.26,0.34,0.33
,,,,,,,,,,,,,,,,,,,
5.35,66.58,4.14,1.63,0.19,21.1,3.44,97.64,2.22,1.29,54.78,19.21,7.17,12.6,26.94,27.71,1380,0.3,0.31,0.33
4.91,65.41,4.77,1.37,0.38,21.5,1.4,94.53,2.22,1.03,57.34,18.43,4.94,14.52,24.4,27.73,1380,0.37,0.27,0.36
,,,,,,,,,,,,,,,,,,,
4.6,65.59,5.52,1.26,0.43,21.12,2.24,96.11,2.09,0.83,58.55,16.43,2.85,16.8,22.5,28.4,1300,0.37,0.24,0.33
,,,,,,,,,,,,,,,,,,,
4.45,65.64,5.81,1.25,0.26,21.17,1.82,95.98,2.06,0.77,60.67,14.97,1.96,17.68,21.6,28.42,1350,0.35,0.2,0.32
,,,,,,,,,,,,,,,,,,,
4.44,65.6,5.54,1.24,0.36,21.57,1.74,94.63,2.16,0.8,58.25,17.94,2.39,16.86,21.64,27.89,1340,0.35,0.2,0.32
,,,,,,,,,,,,,,,,,,,
4.4,65.73,5.4,1.23,0.35,21.56,1.82,95.04,2.2,0.81,59,17.35,2.52,16.43,21.48,27.44,1300,0.33,0.22,0.31
,,,,,,,,,,,,,,,,,,,
4.48,65.91,5.42,1.23,0.23,21.51,1.93,95.35,2.17,0.83,59.1,17.13,2.7,16.49,21.9,27.6,1340,0.34,0.2,0.31
,,,,,,,,,,,,,,,,,,,
4.39,65.55,5.44,1.22,0.26,21.66,2.12,94.38,2.2,0.81,56.29,19.68,2.43,16.55,21.41,27.4,1350,0.36,0.18,0.31
,,,,,,,,,,,,,,,,,,,
4.36,65.54,5.67,1.19,0.26,21.64,2.18,94.29,2.16,0.77,56.03,19.81,1.96,17.25,21.17,27.79,1250,0.37,0.18,0.3
,,,,,,,,,,,,,,,,,,,
4.28,65.67,5.65,1.19,0.36,21.41,2.13,95.51,2.16,0.76,59.08,16.86,1.78,17.19,20.76,27.61,1280,0.4,0.2,0.3
,,,,,,,,,,,,,,,,,,,
4.36,65.56,5.62,1.21,0.33,21.44,2.02,95.13,2.15,0.78,58.36,17.49,2.04,17.1,21.19,27.77,1260,0.39,0.2,0.3
4.3,65.36,5.62,1.2,0.6,21.72,1.4,93.87,2.19,0.77,58.34,18.3,1.89,17.1,20.87,27.85,1280,0.4,0.21,0.3
,,,,,,,,,,,,,,,,,,,
4.34,65.08,5.71,1.22,0.56,21.91,1.23,92.62,2.18,0.76,56.05,20.57,1.84,17.38,21.05,28.15,1290,0.4,0.21,0.3
4.64,65.21,5.64,1.27,0.43,21.84,1.42,92.65,2.12,0.82,54.42,21.6,2.75,17.16,22.67,28.8,1260,0.37,0.24,0.33
,,,,,,,,,,,,,,,,,,,
4.54,66.22,5.72,1.22,0.25,21.88,1.96,94.02,2.13,0.79,56.59,20.08,2.35,17.41,22.11,28.45,1300,0.36,0.19,0.31
,,,,,,,,,,,,,,,,,,,
4.46,65.59,5.57,1.21,0.26,21.85,1.68,93.5,2.18,0.8,56.15,20.33,2.39,16.95,21.74,27.88,1320,0.35,0.19,0.3
4.41,65.52,5.6,1.21,0.27,21.64,1.74,94.24,2.16,0.79,57.51,18.7,2.21,17.04,21.46,27.81,1300,0.36,0.18,0.31
,,,,,,,,,,,,,,,,,,,
4.36,65.37,5.57,1.21,0.5,21.72,1.4,93.83,2.19,0.78,58.05,18.52,2.13,16.95,21.21,27.83,1290,0.39,0.21,0.3
,,,,,,,,,,,,,,,,,,,
4.36,65.55,5.59,1.19,0.34,21.82,1.84,93.69,2.19,0.78,56.2,20.2,2.1,17.01,21.2,27.69,1280,0.35,0.18,0.31
,,,,,,,,,,,,,,,,,,,
4.34,65.53,5.56,1.19,0.31,21.86,1.87,93.57,2.21,0.78,55.87,20.57,2.09,16.92,21.11,27.54,1300,0.37,0.19,0.3
,,,,,,,,,,,,,,,,,,,
4.26,65.55,5.41,1.18,0.44,21.8,1.9,94.09,2.25,0.79,57.04,19.51,2.14,16.46,20.73,27.09,1300,0.35,0.17,0.3
,,,,,,,,,,,,,,,,,,,
4.23,65.69,5.38,1.19,0.39,22.01,1.68,93.57,2.29,0.79,57.15,20.03,2.11,16.37,20.58,26.89,1320,0.35,0.18,0.3
,,,,,,,,,,,,,,,,,,,
4.39,65.15,5.6,1.2,0.44,21.8,1.32,93.14,2.18,0.78,56.63,19.82,2.16,17.04,21.36,27.91,1310,0.37,0.19,0.3
,,,,,,,,,,,,,,,,,,,
4.38,65.45,5.53,1.2,0.41,21.71,1.52,93.99,2.19,0.79,57.89,18.62,2.25,16.83,21.33,27.7,1320,0.4,0.2,0.3
,,,,,,,,,,,,,,,,,,,
4.3,65.69,5.52,1.19,0.43,21.69,1.68,94.55,2.21,0.78,58.92,17.78,2.06,16.8,20.91,27.45,1320,0.39,0.19,0.3
,,,,,,,,,,,,,,,,,,,
4.32,65.62,5.42,1.17,0.37,21.96,1.28,93.48,2.25,0.8,58.22,19.09,2.28,16.49,21.05,27.21,1330,0.36,0.18,0.3
,,,,,,,,,,,,,,,,,,,
4.26,65.77,5.31,1.17,0.47,21.41,1.96,96,2.24,0.8,60.8,15.56,2.3,16.16,20.77,26.89,1320,0.41,0.19,0.3
,,,,,,,,,,,,,,,,,,,
4.37,65.65,5.52,1.2,0.29,21.86,1.4,93.73,2.21,0.79,58.13,18.86,2.24,16.8,21.28,27.53,1330,0.37,0.18,0.31
4.35,65.8,5.57,1.22,0.33,21.63,1.82,94.81,2.18,0.78,58.84,17.67,2.1,16.95,21.16,27.64,1330,0.36,0.18,0.31
,,,,,,,,,,,,,,,,,,,
4.33,65.71,5.52,1.19,0.58,21.64,1.96,94.72,2.2,0.78,58.04,18.3,2.13,16.8,21.07,27.69,1340,0.41,0.22,0.31
,,,,,,,,,,,,,,,,,,,
4.37,65.7,5.5,1.18,0.27,21.72,1.62,94.35,2.2,0.79,58.53,18.16,2.27,16.74,21.29,27.44,1290,0.38,0.18,0.3
,,,,,,,,,,,,,,,,,,,
4.33,65.56,5.48,1.18,0.58,21.58,1.84,94.76,2.2,0.79,58.43,17.84,2.2,16.68,21.08,27.59,1300,0.41,0.22,0.31
,,,,,,,,,,,,,,,,,,,
4.44,66.63,3.77,1.23,0.32,21.7,2.46,97.22,2.64,1.18,61.05,16.2,5.39,11.47,22.25,23.94,1280,0.39,0.19,0.3
,,,,,,,,,,,,,,,,,,,
4.5,66.05,3.8,1.23,0.23,22.13,2.86,94.58,2.67,1.18,53.35,23.24,5.5,11.56,22.55,24.1,1250,0.41,0.2,0.3
,,,,,,,,,,,,,,,,,,,
4.55,65.67,3.63,1.24,0.28,22.95,2.4,91.11,2.81,1.25,47.35,30.12,5.92,11.05,22.88,23.93,1250,0.33,0.19,0.31
4.73,66.14,3.94,1.24,0.39,22.15,2.68,94.14,2.55,1.2,52.55,23.9,5.87,11.99,23.73,25.25,1240,0.35,0.21,0.31
,,,,,,,,,,,,,,,,,,,
4.86,65.12,3.57,1.29,0.38,23.11,1.26,89.38,2.74,1.36,46.54,31.19,6.84,10.86,24.54,24.86,1160,0.38,0.2,0.32
,,,,,,,,,,,,,,,,,,,
4.79,65.66,3.41,1.27,0.24,23.12,1.31,90.32,2.82,1.4,49.16,29.25,6.92,10.38,24.22,24.14,1200,0.36,0.19,0.32
4.74,65.32,3.86,1.34,0.26,22.87,1.4,90.43,2.66,1.23,49,28.65,6.03,11.75,23.81,25.08,1220,0.36,0.22,0.32
,,,,,,,,,,,,,,,,,,,
4.63,65.38,3.98,1.32,0.48,22.72,1.45,91.11,2.64,1.16,50.75,26.9,5.54,12.11,23.18,25.21,1290,0.38,0.23,0.32
,,,,,,,,,,,,,,,,,,,
4.75,65.44,4.11,1.42,0.4,22.08,1.9,93.23,2.49,1.16,53.03,23.34,5.63,12.51,23.77,25.87,1280,0.39,0.26,0.33
,,,,,,,,,,,,,,,,,,,
4.68,65.32,4.18,1.42,0.28,21.51,2.12,95.27,2.43,1.12,56.35,19.2,5.33,12.72,23.38,25.7,1300,0.39,0.26,0.33
,,,,,,,,,,,,,,,,,,,
4.96,65.22,4.25,1.54,0.46,21.65,1.96,94.07,2.35,1.17,53.55,21.72,5.95,12.93,24.84,26.98,1280,0.4,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.81,65.9,4.23,1.54,0.3,21.77,2.24,94.85,2.41,1.14,55.3,20.74,5.59,12.87,24.05,26.34,1300,0.34,0.28,0.33
,,,,,,,,,,,,,,,,,,,
4.8,65.98,4.24,1.58,0.38,21.49,2.52,96.06,2.38,1.13,56.67,18.9,5.55,12.9,23.99,26.45,1270,0.35,0.29,0.33
5.2,65.29,4.25,1.53,0.27,22.3,1.12,91.39,2.36,1.22,50.7,25.73,6.59,12.93,26.11,27.49,1480,0.22,0.24,0.35
,,,,,,,,,,,,,,,,,,,
4.85,65.8,4.13,1.45,0.7,21.61,1.82,95.35,2.41,1.17,57.7,18.48,5.86,12.57,24.3,26.54,1410,0.38,0.32,0.33
,,,,,,,,,,,,,,,,,,,
4.8,66.14,4.28,1.39,0.65,20.58,2.8,99.96,2.27,1.12,63.04,11.49,5.48,13.02,23.98,26.62,1290,0.37,0.28,0.31
,,,,,,,,,,,,,,,,,,,
4.83,66.03,4.27,1.48,0.62,21.08,2.52,97.68,2.32,1.13,59.75,15.41,5.57,12.99,24.14,26.74,1310,0.34,0.3,0.32
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.8,66,4.2,1.54,0.41,21.43,2.68,96.36,2.38,1.14,56.61,18.78,5.61,12.78,24.01,26.35,1280,0.34,0.28,0.32
,,,,,,,,,,,,,,,,,,,
4.94,65.91,4.04,1.6,0.3,21.57,2.88,95.59,2.4,1.22,53.66,21.41,6.26,12.29,24.8,26.36,1260,0.34,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.8,65.69,3.87,1.58,0.35,21.83,2.52,94.65,2.52,1.24,53.43,22.32,6.17,11.78,24.12,25.6,1270,0.35,0.29,0.33
4.89,65.84,4.15,1.51,0.47,21.49,2.33,95.85,2.38,1.18,56.41,19.09,5.94,12.62,24.49,26.53,1329,0.33,0.29,0.33
4.97,65.66,4.06,1.58,0.34,22.01,2.02,93.49,2.44,1.22,52.56,23.49,6.3,12.35,24.96,26.51,1300,0.32,0.3,0.34
,,,,,,,,,,,,,,,,,,,
5,65.13,4.23,1.58,0.47,21.95,1.4,92.77,2.38,1.18,52.94,23.03,6.09,12.87,25.06,27.11,1310,0.37,0.31,0.34
,,,,,,,,,,,,,,,,,,,
5.01,65.3,4.24,1.57,0.29,22.08,1.46,92.5,2.39,1.18,52.32,23.88,6.1,12.9,25.11,26.97,1320,0.34,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.82,65.58,4.15,1.59,0.51,22.04,1.68,93.43,2.46,1.16,54.27,22.29,5.75,12.63,24.13,26.45,1330,0.36,0.31,0.33
,,,,,,,,,,,,,,,,,,,
4.87,65.69,4.01,1.59,0.32,21.95,1.4,93.96,2.47,1.21,56.41,20.42,6.12,12.2,24.44,26.1,1340,0.32,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.85,65.4,3.93,1.63,0.63,21.7,1.68,94.6,2.47,1.23,56.24,19.83,6.2,11.96,24.36,26.21,1300,0.4,0.36,0.34
,,,,,,,,,,,,,,,,,,,
4.93,65.41,3.91,1.63,0.35,22.12,1.26,92.92,2.5,1.26,54.29,22.51,6.45,11.9,24.8,26.13,1290,0.33,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.94,65.06,3.89,1.62,0.37,22.07,1.68,92.61,2.5,1.27,51.49,24.47,6.51,11.84,24.86,26.12,1280,0.36,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.91,65.15,3.91,1.62,0.33,22.35,1.29,91.74,2.53,1.26,51.49,25.27,6.4,11.9,24.69,26.04,1300,0.34,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.85,65.07,3.84,1.6,0.3,22.33,1.4,91.85,2.57,1.26,51.37,25.31,6.36,11.69,24.4,25.66,1300,0.38,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.94,65.33,3.87,1.59,0.25,22.17,1.52,92.64,2.52,1.28,52.51,23.99,6.54,11.78,24.86,25.93,1310,0.36,0.3,0.33
4.9,65.39,3.83,1.6,0.26,22.44,1.34,91.84,2.57,1.28,51.76,25.33,6.5,11.65,24.66,25.74,1320,0.35,0.29,0.33
,,,,,,,,,,,,,,,,,,,
4.92,65.33,3.83,1.58,0.33,22.26,1.62,92.38,2.54,1.28,51.61,24.93,6.56,11.65,24.77,25.85,1310,0.36,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.95,65.54,3.88,1.59,0.18,22.33,1.36,92.33,2.53,1.28,52.72,24.29,6.55,11.81,24.91,25.91,1330,0.32,0.28,0.34
,,,,,,,,,,,,,,,,,,,
4.9,65.84,3.81,1.6,0.23,22.15,1.46,93.55,2.54,1.29,55.34,21.8,6.54,11.59,24.67,25.67,1340,0.3,0.28,0.33
,,,,,,,,,,,,,,,,,,,
4.97,65.38,3.85,1.6,0.24,21.93,1.52,93.57,2.49,1.29,54.37,21.9,6.66,11.72,25.03,25.97,1310,0.37,0.3,0.34
,,,,,,,,,,,,,,,,,,,
5.12,65.36,3.88,1.62,0.4,22.18,1.64,92.36,2.46,1.32,50.85,25.27,7,11.81,25.81,26.66,1270,0.35,0.31,0.35
,,,,,,,,,,,,,,,,,,,
5.24,64.91,3.89,1.64,0.35,22.16,1.48,91.6,2.43,1.35,49,26.61,7.3,11.84,26.45,27.01,1270,0.41,0.33,0.35
,,,,,,,,,,,,,,,,,,,
5.22,65.2,3.89,1.63,0.23,22.54,1.12,90.68,2.47,1.34,48.89,27.78,7.25,11.84,26.34,26.82,1300,0.32,0.31,0.35
,,,,,,,,,,,,,,,,,,,
5.11,65.47,3.96,1.65,0.13,22.28,1.4,92.09,2.46,1.29,51.46,25.09,6.84,12.05,25.73,26.57,1290,0.27,0.29,0.35
,,,,,,,,,,,,,,,,,,,
5.16,65.03,3.93,1.65,0.22,21.98,1.74,92.52,2.42,1.31,50.28,25.13,7.02,11.96,26.01,26.74,1260,0.35,0.3,0.34
,,,,,,,,,,,,,,,,,,,
5.04,65.42,3.92,1.65,0.15,22.01,1.82,93.16,2.46,1.29,52.13,23.82,6.72,11.93,25.38,26.29,1270,0.33,0.29,0.34
,,,,,,,,,,,,,,,,,,,
5.02,65.83,3.9,1.64,0.11,21.92,1.96,94.13,2.46,1.29,54.08,22.09,6.7,11.87,25.28,26.14,1300,0.3,0.29,0.34
4.93,65.51,3.81,1.61,0.37,21.88,2.24,94.05,2.5,1.29,52.67,23.04,6.62,11.59,24.83,25.91,1250,0.35,0.29,0.33
,,,,,,,,,,,,,,,,,,,
4.89,65.5,3.84,1.58,0.38,22.26,1.4,92.66,2.55,1.27,53.39,23.59,6.46,11.69,24.61,25.83,1310,0.3,0.27,0.33
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.96,65.83,3.86,1.57,0.63,21.44,2.04,96.11,2.43,1.28,57.86,17.86,6.61,11.75,24.97,26.32,1360,0.37,0.29,0.33
,,,,,,,,,,,,,,,,,,,
4.98,65.26,3.89,1.61,0.4,21.9,1.76,93.46,2.47,1.28,53.01,22.84,6.62,11.84,25.07,26.26,1330,0.37,0.31,0.34
,,,,,,,,,,,,,,,,,,,
5.09,65.67,3.96,1.69,0.28,21.81,1.84,94.15,2.41,1.29,54.19,21.69,6.79,12.05,25.63,26.7,1320,0.32,0.3,0.33
,,,,,,,,,,,,,,,,,,,
5.18,65.45,4.07,1.72,0.32,21.84,1.96,93.48,2.36,1.27,51.82,23.56,6.84,12.39,26.07,27.28,1300,0.35,0.33,0.34
,,,,,,,,,,,,,,,,,,,
5.3,65.09,4.11,1.75,0.4,21.66,1.68,93.41,2.3,1.29,52,22.91,7.09,12.51,26.69,27.83,1320,0.38,0.35,0.34
,,,,,,,,,,,,,,,,,,,
5,65.44,4.02,1.76,0.61,21.15,2.52,96.47,2.34,1.24,56.03,18.41,6.45,12.23,25.13,26.96,1220,0.39,0.36,0.34
,,,,,,,,,,,,,,,,,,,
5.11,65.37,4.06,1.73,0.41,21.12,2.74,96.26,2.3,1.26,54.28,19.65,6.67,12.35,25.7,27.15,1240,0.35,0.32,0.34
,,,,,,,,,,,,,,,,,,,
5.2,65.4,4.1,1.79,0.33,21.06,2.8,96.36,2.26,1.27,53.95,19.72,6.84,12.48,26.16,27.48,1220,0.37,0.33,0.34
,,,,,,,,,,,,,,,,,,,
5.06,65.54,4.01,1.76,0.39,21.26,2.66,96.09,2.34,1.26,54.64,19.78,6.62,12.2,25.45,26.9,1240,0.38,0.33,0.33
5.34,65.54,4.08,1.82,0.17,21.45,2.1,94.82,2.28,1.31,53.49,21.19,7.25,12.42,26.91,27.72,1280,0.32,0.32,0.35
,,,,,,,,,,,,,,,,,,,
5.32,64.72,4.05,1.78,0.3,21.91,2.52,91.98,2.34,1.31,45.13,28.81,7.25,12.32,26.81,27.68,1220,0.36,0.33,0.34
,,,,,,,,,,,,,,,,,,,
5.25,65.38,4.13,1.71,0.17,21.81,1.79,93.33,2.33,1.27,51.9,23.42,6.92,12.57,26.42,27.45,1320,0.33,0.34,0.34
,,,,,,,,,,,,,,,,,,,
5.35,64.86,4.1,1.73,0.76,21.74,2.43,92.71,2.3,1.3,47.08,26.85,7.24,12.48,26.96,28.29,1220,0.38,0.37,0.34
,,,,,,,,,,,,,,,,,,,
5.4,64.85,4.09,1.77,0.55,21.27,2.88,94.4,2.24,1.32,48.46,24.46,7.39,12.45,27.23,28.25,1240,0.41,0.4,0.34
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5.1,65.36,4.15,1.67,0.17,21.39,2.62,95.13,2.31,1.23,52.61,21.68,6.49,12.63,25.61,27.02,1420,0.33,0.31,0.35
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5.28,66.55,3.99,1.72,0.23,20.47,3.64,100.46,2.21,1.32,59.32,13.98,7.24,12.14,26.62,27.3,1260,0.27,0.31,0.34
,,,,,,,,,,,,,,,,,,,
5.16,65.52,3.98,1.7,0.33,21.61,3.42,94.56,2.36,1.3,48.17,25.65,6.94,12.11,25.99,27.01,1200,0.32,0.31,0.34
5.52,64.45,4.16,1.73,0.5,21.65,1.96,92.14,2.24,1.33,46.78,26.82,7.59,12.66,27.84,28.67,1300,0.34,0.33,0.36
4.95,65.5,3.99,1.69,0.32,20.7,2.88,98.51,2.32,1.24,58.6,15.18,6.37,12.14,24.87,26.39,1310,0.3,0.3,0.34
5.25,65.29,4.01,1.75,0.44,21.36,2.02,95.02,2.31,1.31,54.19,20.4,7.13,12.2,26.46,27.5,1290,0.37,0.35,0.34
,,,,,,,,,,,,,,,,,,,
5.29,65.16,4.01,1.77,0.33,21.44,1.96,94.45,2.31,1.32,53.03,21.51,7.23,12.2,26.67,27.53,1300,0.37,0.35,0.34
,,,,,,,,,,,,,,,,,,,
5.29,65.11,4.13,1.78,0.26,21.83,1.48,92.81,2.32,1.28,51.64,23.67,7.03,12.57,26.63,27.73,1300,0.35,0.34,0.35
,,,,,,,,,,,,,,,,,,,
5.17,65.52,4.06,1.77,0.28,21.6,1.36,94.51,2.34,1.27,56.45,19.38,6.83,12.35,26.02,27.23,1350,0.32,0.33,0.35
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5.1,65.02,3.95,1.74,0.58,21.58,1.46,94.08,2.38,1.29,54.79,20.58,6.83,12.02,25.68,27.06,1360,0.36,0.37,0.34
,,,,,,,,,,,,,,,,,,,
5.13,64.67,3.92,1.77,0.34,22.23,1.36,91.15,2.46,1.31,48.67,27.06,6.96,11.93,25.85,26.87,1360,0.37,0.34,0.34
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5.17,64.95,3.95,1.8,0.31,21.91,1.88,92.63,2.4,1.31,49.82,25.28,7.02,12.02,26.05,27.05,1300,0.31,0.33,0.34
5.25,64.91,4.01,1.73,0.47,21.81,1.52,92.76,2.36,1.31,51.26,23.9,7.13,12.2,26.46,27.51,1360,0.33,0.34,0.35
,,,,,,,,,,,,,,,,,,,
5.15,64.89,3.96,1.71,0.68,21.69,1.9,93.39,2.38,1.3,51.28,23.54,6.95,12.05,25.94,27.29,1300,0.4,0.39,0.34
5.18,64.97,3.96,1.77,0.29,22.04,1.79,92.15,2.41,1.31,49.2,26.12,7.03,12.05,26.1,27.05,1310,0.33,0.33,0.34
,,,,,,,,,,,,,,,,,,,
5.18,64.92,3.94,1.78,0.3,21.9,1.4,92.61,2.4,1.31,51.67,23.85,7.06,11.99,26.11,27.03,1320,0.38,0.34,0.34
,,,,,,,,,,,,,,,,,,,
5.07,65.7,3.91,1.73,0.43,21.26,2.36,96.4,2.37,1.3,56.59,18.31,6.82,11.9,25.54,26.72,1280,0.31,0.34,0.33
,,,,,,,,,,,,,,,,,,,
5.21,65.36,3.93,1.74,0.46,21.26,1.84,95.65,2.33,1.33,56.35,18.49,7.16,11.96,26.27,27.22,1300,0.36,0.34,0.34
,,,,,,,,,,,,,,,,,,,
5.1,65.51,3.89,1.74,0.2,21.98,1.68,93.33,2.44,1.31,52.94,23.13,6.93,11.84,25.7,26.54,1320,0.3,0.31,0.34
,,,,,,,,,,,,,,,,,,,
5.2,64.25,4.01,1.76,0.64,21.94,1.72,91.42,2.38,1.3,47.1,27.41,7,12.2,26.19,27.56,1300,0.38,0.38,0.35
,,,,,,,,,,,,,,,,,,,
5.28,64.69,3.98,1.76,0.33,22.29,1.36,90.68,2.41,1.33,47.21,28.33,7.26,12.11,26.63,27.42,1330,0.31,0.33,0.36
,,,,,,,,,,,,,,,,,,,
5.2,64.86,4.01,1.74,0.28,22.29,1.36,91.02,2.42,1.3,48.39,27.44,7,12.2,26.19,27.18,1360,0.31,0.32,0.35
,,,,,,,,,,,,,,,,,,,
5.07,64.64,3.99,1.75,0.48,21.78,1.68,92.79,2.4,1.27,50.97,24.03,6.68,12.14,25.51,26.96,1320,0.35,0.35,0.35
,,,,,,,,,,,,,,,,,,,
5.21,64.68,4.07,1.75,0.25,22.35,1.4,90.49,2.41,1.28,46.89,28.75,6.92,12.39,26.23,27.32,1340,0.32,0.33,0.35
,,,,,,,,,,,,,,,,,,,
5.17,64.84,3.97,1.75,0.34,22.18,1.52,91.47,2.43,1.3,48.75,26.85,6.98,12.08,26.05,27.08,1320,0.33,0.34,0.35
,,,,,,,,,,,,,,,,,,,
5.19,64.76,3.97,1.74,0.26,22.27,1.32,91,2.43,1.31,48.42,27.36,7.04,12.08,26.15,27.04,1330,0.34,0.33,0.34
