Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
5.07,64.41,4.03,1.63,0.36,21.38,2.04,93.94,2.35,1.26,51.55,22.45,6.62,12.26,25.5,26.81,1340,0.43,0.43,0.36
,,,,,,,,,,,,,,,,,,,
5.03,64.39,4.1,1.63,0.37,21.26,2.24,94.37,2.33,1.23,51.74,21.96,6.39,12.48,25.26,26.86,1310,0.45,0.44,0.35
,,,,,,,,,,,,,,,,,,,
5.32,64.04,4.07,1.64,0.41,21.72,1.68,91.69,2.31,1.31,47.19,26.71,7.21,12.39,26.81,27.7,1310,0.43,0.46,0.36
,,,,,,,,,,,,,,,,,,,
5.03,64.43,4.02,1.65,0.47,21.09,2.52,95.17,2.33,1.25,52.17,21.15,6.53,12.23,25.29,26.8,1250,0.48,0.45,0.35
,,,,,,,,,,,,,,,,,,,
4.99,64.42,4.04,1.62,0.44,21.04,1.96,95.4,2.33,1.24,55.03,18.85,6.39,12.29,25.07,26.67,1360,0.44,0.42,0.35
,,,,,,,,,,,,,,,,,,,
4.99,64.47,3.99,1.63,0.51,20.83,2.97,96.36,2.32,1.25,52.79,19.94,6.47,12.14,25.09,26.64,1240,0.47,0.46,0.35
,,,,,,,,,,,,,,,,,,,
5.03,64.77,4.04,1.62,0.28,21.34,1.85,94.67,2.35,1.25,54.35,20.22,6.49,12.29,25.28,26.63,1400,0.34,0.41,0.36
,,,,,,,,,,,,,,,,,,,
5.01,64.9,3.95,1.61,0.28,21.16,1.96,95.68,2.36,1.27,56.06,18.41,6.59,12.02,25.21,26.36,1360,0.34,0.41,0.35
,,,,,,,,,,,,,,,,,,,
5.04,64.63,3.94,1.67,0.42,20.52,3.05,97.83,2.29,1.28,55.21,17.23,6.69,11.99,25.37,26.63,1310,0.46,0.46,0.35
,,,,,,,,,,,,,,,,,,,
5.06,64.51,3.97,1.66,0.33,21.16,2.24,95.01,2.34,1.27,52.97,20.75,6.69,12.08,25.46,26.65,1300,0.41,0.46,0.36
,,,,,,,,,,,,,,,,,,,
4.98,64.36,3.92,1.65,0.41,21.34,1.98,94.26,2.4,1.27,52.66,21.5,6.56,11.93,25.06,26.38,1320,0.42,0.45,0.35
,,,,,,,,,,,,,,,,,,,
5.29,64.11,4.02,1.66,0.49,21.32,1.92,93.38,2.29,1.32,49.81,23.59,7.22,12.23,26.67,27.6,1340,0.49,0.48,0.36
,,,,,,,,,,,,,,,,,,,
5.47,64.6,4.19,1.65,0.34,21.12,1.82,94.41,2.19,1.31,52.28,21.15,7.41,12.75,27.56,28.34,1380,0.38,0.44,0.36
,,,,,,,,,,,,,,,,,,,
5.41,64.94,4.17,1.63,0.36,20.81,2.24,96.25,2.17,1.3,54.75,18.4,7.28,12.69,27.25,28.12,1310,0.39,0.43,0.36
,,,,,,,,,,,,,,,,,,,
5.15,64.87,4.09,1.66,0.33,20.8,2.52,96.71,2.25,1.26,55.26,17.99,6.73,12.45,25.9,27.18,1340,0.38,0.43,0.35
,,,,,,,,,,,,,,,,,,,
5.05,64.88,4.05,1.65,0.31,20.76,2.66,97.1,2.28,1.25,55.76,17.49,6.53,12.32,25.38,26.77,1300,0.4,0.44,0.35
,,,,,,,,,,,,,,,,,,,
5.01,64.64,3.92,1.66,0.31,21.36,1.96,94.55,2.39,1.28,53.53,20.9,6.64,11.93,25.22,26.37,1330,0.39,0.45,0.35
,,,,,,,,,,,,,,,,,,,
5.07,64.7,3.95,1.69,0.35,20.96,2.99,96.08,2.32,1.28,52.17,20.77,6.75,12.02,25.52,26.69,1240,0.44,0.47,0.36
,,,,,,,,,,,,,,,,,,,
5.12,64.6,3.95,1.67,0.4,20.95,3.19,95.89,2.31,1.3,50.69,21.86,6.88,12.02,25.79,26.86,1220,0.46,0.46,0.36
,,,,,,,,,,,,,,,,,,,
5.07,64.69,3.91,1.66,0.28,21.18,2.4,95.23,2.36,1.3,52.92,20.84,6.82,11.9,25.54,26.5,1330,0.41,0.46,0.35
,,,,,,,,,,,,,,,,,,,
5.06,64.22,3.9,1.66,0.35,21.39,2.88,93.75,2.39,1.3,47.54,25.5,6.81,11.87,25.49,26.52,1250,0.46,0.45,0.36
,,,,,,,,,,,,,,,,,,,
5.06,64.54,3.91,1.65,0.22,21.79,1.86,92.7,2.43,1.29,49.94,24.84,6.79,11.9,25.48,26.4,1340,0.38,0.45,0.36
,,,,,,,,,,,,,,,,,,,
5.03,64.03,3.92,1.65,0.37,21.72,1.76,92.26,2.43,1.28,48.99,25.36,6.7,11.93,25.32,26.48,1360,0.45,0.46,0.36
,,,,,,,,,,,,,,,,,,,
5.3,63.71,3.96,1.67,0.35,22.09,1.42,90,2.39,1.34,44.39,29.89,7.34,12.05,26.74,27.37,1380,0.44,0.46,0.36
,,,,,,,,,,,,,,,,,,,
5.24,63.8,3.97,1.67,0.34,21.98,1.76,90.61,2.39,1.32,44.59,29.42,7.17,12.08,26.42,27.2,1350,0.43,0.47,0.37
,,,,,,,,,,,,,,,,,,,
5.25,63.72,4.03,1.65,0.33,21.63,1.88,91.71,2.33,1.3,46.29,27.13,7.09,12.26,26.45,27.33,1330,0.41,0.45,0.38
,,,,,,,,,,,,,,,,,,,
5.12,64.29,3.97,1.67,0.2,21.76,1.96,92.3,2.39,1.29,48.25,26.03,6.85,12.08,25.78,26.71,1340,0.4,0.44,0.37
,,,,,,,,,,,,,,,,,,,
5.15,64.68,3.98,1.67,0.26,21.04,2.68,95.57,2.3,1.29,52.17,21.01,6.91,12.11,25.94,26.88,1310,0.47,0.44,0.36
,,,,,,,,,,,,,,,,,,,
5.2,64.48,4,1.69,0.35,21.16,2.4,94.7,2.3,1.3,51.22,22.07,7.01,12.17,26.2,27.18,1330,0.47,0.46,0.36
,,,,,,,,,,,,,,,,,,,
5.13,64.25,3.91,1.73,0.46,21.06,3.24,94.95,2.33,1.31,48.22,24.04,6.98,11.9,25.86,26.93,1220,0.51,0.48,0.36
,,,,,,,,,,,,,,,,,,,
5.13,64.23,3.91,1.7,0.36,21.24,2.85,94.22,2.35,1.31,48.36,24.46,6.98,11.9,25.86,26.8,1270,0.49,0.48,0.36
,,,,,,,,,,,,,,,,,,,
5.1,64.23,3.92,1.73,0.44,20.67,2.8,96.52,2.29,1.3,53.08,19.26,6.88,11.93,25.69,26.84,1220,0.49,0.47,0.36
,,,,,,,,,,,,,,,,,,,
5.19,64.45,3.92,1.74,0.29,20.83,2.52,96.05,2.29,1.32,53.3,19.56,7.12,11.93,26.17,26.96,1240,0.5,0.48,0.36
,,,,,,,,,,,,,,,,,,,
5.18,64.45,3.94,1.77,0.37,20.89,2.38,95.81,2.29,1.31,53.45,19.61,7.06,11.99,26.11,27.09,1250,0.46,0.48,0.36
,,,,,,,,,,,,,,,,,,,
5.38,64.14,3.99,1.75,0.31,21.42,1.68,92.92,2.29,1.35,49.59,24.04,7.51,12.14,27.15,27.71,1340,0.42,0.48,0.37
,,,,,,,,,,,,,,,,,,,
5.12,64.27,3.92,1.73,0.38,21.19,1.4,94.48,2.34,1.31,54.86,19.41,6.94,11.93,25.8,26.84,1360,0.47,0.46,0.36
,,,,,,,,,,,,,,,,,,,
5.1,64.23,3.92,1.74,0.41,21.19,1.68,94.46,2.35,1.3,53.69,20.29,6.88,11.93,25.69,26.82,1350,0.5,0.47,0.38
,,,,,,,,,,,,,,,,,,,
5.28,64.31,4.06,1.76,0.3,21.34,1.84,93.57,2.28,1.3,50.81,22.89,7.12,12.35,26.6,27.57,1350,0.43,0.47,0.37
,,,,,,,,,,,,,,,,,,,
5.2,64.13,4.02,1.74,0.34,21.14,2.24,94.25,2.29,1.29,50.57,22.5,6.98,12.23,26.19,27.26,1320,0.46,0.47,0.38
,,,,,,,,,,,,,,,,,,,
5.23,64.34,4.05,1.76,0.25,21.2,2.04,94.25,2.28,1.29,51.53,21.94,7.01,12.32,26.34,27.35,1330,0.42,0.45,0.37
,,,,,,,,,,,,,,,,,,,
5.26,64.32,3.97,1.73,0.28,21.2,1.96,94.24,2.3,1.32,51.69,21.83,7.22,12.08,26.52,27.26,1360,0.46,0.46,0.37
,,,,,,,,,,,,,,,,,,,
5.58,64.33,4.09,1.72,0.37,21.26,1.84,93.39,2.2,1.36,49.44,23.69,7.87,12.45,28.18,28.55,1360,0.43,0.47,0.37
,,,,,,,,,,,,,,,,,,,
5.6,63.87,4.09,1.7,0.41,21.04,1.46,93.53,2.17,1.37,50.66,22.15,7.92,12.45,28.29,28.63,1380,0.44,0.47,0.38
,,,,,,,,,,,,,,,,,,,
5.31,64.42,4.03,1.73,0.3,20.99,2.04,95.07,2.25,1.32,52.95,20.28,7.25,12.26,26.77,27.56,1350,0.41,0.46,0.37
,,,,,,,,,,,,,,,,,,,
5.33,64.26,4.04,1.74,0.33,21,2.36,94.75,2.24,1.32,50.77,21.95,7.29,12.29,26.87,27.68,1280,0.41,0.46,0.37
,,,,,,,,,,,,,,,,,,,
5.39,64.06,4.06,1.73,0.34,20.95,2.24,94.53,2.22,1.33,50.39,22.09,7.41,12.35,27.18,27.9,1290,0.49,0.47,0.37
,,,,,,,,,,,,,,,,,,,
5.35,64.01,4.03,1.72,0.43,20.78,2.52,95.22,2.22,1.33,50.65,21.41,7.36,12.26,26.98,27.8,1250,0.51,0.48,0.36
,,,,,,,,,,,,,,,,,,,
5.22,64.44,4.03,1.67,0.4,20.75,2.66,96.2,2.24,1.3,52.93,19.6,7.01,12.26,26.29,27.34,1300,0.45,0.44,0.35
,,,,,,,,,,,,,,,,,,,
5.16,64.84,4.29,1.6,0.35,20.96,2.8,95.82,2.22,1.2,52.43,20.58,6.42,13.05,25.89,27.61,1280,0.37,0.41,0.35
,,,,,,,,,,,,,,,,,,,
5.09,64.39,4.1,1.66,0.36,20.89,3.06,95.73,2.27,1.24,50.81,21.6,6.55,12.48,25.58,27.06,1270,0.43,0.43,0.35
,,,,,,,,,,,,,,,,,,,
5.16,64.27,4.06,1.7,0.31,20.98,3.02,95.11,2.28,1.27,49.39,22.93,6.8,12.35,25.96,27.16,1300,0.41,0.44,0.36
,,,,,,,,,,,,,,,,,,,
5.22,64.1,4.02,1.74,0.28,21.13,2.46,94.21,2.29,1.3,49.49,23.29,7.03,12.23,26.3,27.26,1340,0.41,0.45,0.37
,,,,,,,,,,,,,,,,,,,
5.39,63.82,4,1.75,0.35,21.55,1.86,91.95,2.29,1.35,46.49,26.75,7.52,12.17,27.2,27.8,1360,0.45,0.47,0.38
,,,,,,,,,,,,,,,,,,,
5.35,64.26,4.03,1.8,0.27,21.17,2.46,94.06,2.26,1.33,48.95,23.81,7.36,12.26,26.98,27.72,1300,0.43,0.47,0.37
,,,,,,,,,,,,,,,,,,,
5.46,63.81,4.25,1.77,0.24,21.3,1.68,92.54,2.19,1.28,48.25,24.71,7.28,12.93,27.49,28.47,1340,0.43,0.48,0.39
,,,,,,,,,,,,,,,,,,,
5,64.17,3.93,1.65,0.37,21.27,1.74,94.21,2.38,1.27,53.25,20.85,6.6,11.96,25.16,26.42,1410,0.46,0.45,0.36
5.76,63.31,4.42,1.8,0.39,20.87,1.88,92.8,2.05,1.3,46.41,24.86,7.79,13.45,29.02,29.91,1300,0.45,0.47,0.38
,,,,,,,,,,,,,,,,,,,
5.46,64.33,4.11,1.77,0.35,21.08,2.24,94.26,2.2,1.33,49.96,22.79,7.51,12.51,27.54,28.27,1290,0.44,0.47,0.37
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5.48,63.76,4.27,1.7,0.38,21.11,2.94,93.14,2.17,1.28,44.2,27.22,7.3,12.99,27.59,28.64,1210,0.42,0.43,0.38
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5.5,63.47,4.24,1.66,0.4,21.53,1.4,91.14,2.21,1.3,46,27.06,7.4,12.9,27.7,28.61,1340,0.41,0.41,0.38
,,,,,,,,,,,,,,,,,,,
5.47,63.39,4.31,1.72,0.37,21.44,1.26,91.34,2.19,1.27,47.03,26.03,7.2,13.12,27.52,28.71,1350,0.43,0.43,0.39
,,,,,,,,,,,,,,,,,,,
5.65,64.34,4.22,1.7,0.3,20.67,2.8,95.46,2.09,1.34,49.4,22.03,7.83,12.84,28.51,28.95,1210,0.38,0.43,0.38
,,,,,,,,,,,,,,,,,,,
5.42,63.55,4.32,1.76,0.31,21.06,2.86,93.07,2.16,1.25,44.38,26.94,7.05,13.15,27.25,28.56,1240,0.42,0.43,0.39
,,,,,,,,,,,,,,,,,,,
5.54,62.92,4.38,1.77,0.32,21.77,1.12,89.31,2.19,1.26,42.61,30.31,7.27,13.33,27.87,29.07,1440,0.44,0.44,0.4
,,,,,,,,,,,,,,,,,,,
5.21,64.1,4.11,1.71,0.32,21,1.64,94.65,2.25,1.27,53.75,19.7,6.85,12.51,26.21,27.44,1380,0.44,0.45,0.37
,,,,,,,,,,,,,,,,,,,
5.5,63.87,4.39,1.71,0.31,20.99,1.46,93.62,2.12,1.25,51.28,21.54,7.15,13.36,27.65,28.9,1380,0.4,0.42,0.39
,,,,,,,,,,,,,,,,,,,
5.6,63.76,4.35,1.75,0.24,21.05,2.46,93.1,2.12,1.29,45.69,25.92,7.48,13.24,28.2,29.08,1260,0.4,0.43,0.39
,,,,,,,,,,,,,,,,,,,
5.51,63.6,4.38,1.74,0.34,21.17,2.24,92.53,2.14,1.26,45.58,26.35,7.19,13.33,27.71,28.97,1300,0.42,0.44,0.38
,,,,,,,,,,,,,,,,,,,
5.47,63.79,4.26,1.74,0.24,21.25,1.74,92.67,2.18,1.28,48.22,24.58,7.29,12.96,27.54,28.49,1350,0.42,0.42,0.39
,,,,,,,,,,,,,,,,,,,
5.42,63.69,4.27,1.74,0.27,21.09,2.38,93.21,2.18,1.27,46.75,25.24,7.14,12.99,27.27,28.39,1280,0.42,0.42,0.39
,,,,,,,,,,,,,,,,,,,
5.46,64.15,4.32,1.69,0.26,20.97,1.82,94.23,2.14,1.26,51.47,21.33,7.16,13.15,27.46,28.56,1330,0.35,0.4,0.39
,,,,,,,,,,,,,,,,,,,
5.24,63.72,4.27,1.71,0.42,21.36,1.4,92.52,2.25,1.23,50.02,23.55,6.66,12.99,26.32,27.98,1370,0.42,0.44,0.39
,,,,,,,,,,,,,,,,,,,
5.29,63.49,4.21,1.75,0.46,21.64,1.23,91.12,2.28,1.26,47.39,26.33,6.9,12.81,26.6,28.08,1400,0.45,0.47,0.38
,,,,,,,,,,,,,,,,,,,
5.26,63.63,4.23,1.77,0.45,21.28,1.52,92.69,2.24,1.24,49.69,23.56,6.78,12.87,26.44,28.04,1380,0.45,0.48,0.38
,,,,,,,,,,,,,,,,,,,
5.44,63.37,4.29,1.77,0.35,21.25,1.68,92.09,2.18,1.27,46.92,25.57,7.16,13.05,27.37,28.61,1360,0.42,0.44,0.4
,,,,,,,,,,,,,,,,,,,
5.51,63.28,4.32,1.79,0.3,21.19,2.24,92.04,2.16,1.28,44.21,27.44,7.29,13.15,27.73,28.85,1280,0.45,0.45,0.39
,,,,,,,,,,,,,,,,,,,
5.46,63.1,4.31,1.79,0.36,21.25,1.94,91.64,2.18,1.27,44.6,27.32,7.18,13.12,27.47,28.74,1330,0.44,0.44,0.4
,,,,,,,,,,,,,,,,,,,
5.48,63.34,4.29,1.76,0.39,21.17,2.64,92.28,2.17,1.28,43.23,28.12,7.26,13.05,27.58,28.75,1260,0.44,0.45,0.39
,,,,,,,,,,,,,,,,,,,
5.24,63.33,4.24,1.71,0.42,20.4,3.06,95.72,2.15,1.24,49.01,21.55,6.71,12.9,26.33,27.92,1260,0.42,0.44,0.39
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5.63,63.84,4.31,1.69,0.23,21.11,2.42,92.97,2.12,1.31,45.58,26.18,7.63,13.12,28.37,29.01,1340,0.35,0.41,0.38
,,,,,,,,,,,,,,,,,,,
5.64,63.81,4.31,1.73,0.38,21.23,2.6,92.46,2.13,1.31,43.74,27.91,7.65,13.12,28.42,29.23,1360,0.39,0.44,0.39
,,,,,,,,,,,,,,,,,,,
5.41,63.83,4.1,1.72,0.22,21.37,1.32,92.52,2.25,1.32,49.82,23.73,7.4,12.48,27.27,27.92,1430,0.42,0.44,0.38
,,,,,,,,,,,,,,,,,,,
5.31,64.05,4.11,1.71,0.39,21.02,1.4,94.33,2.23,1.29,53.7,19.79,7.12,12.51,26.74,27.81,1400,0.45,0.45,0.37
,,,,,,,,,,,,,,,,,,,
5.52,63.57,4.34,1.7,0.44,21.06,1.52,92.92,2.14,1.27,49.22,23.29,7.28,13.21,27.78,28.97,1360,0.43,0.44,0.38
,,,,,,,,,,,,,,,,,,,
5.27,64.12,4.09,1.72,0.37,20.85,1.92,95.19,2.23,1.29,53.46,19.49,7.05,12.45,26.54,27.63,1330,0.44,0.44,0.37
,,,,,,,,,,,,,,,,,,,
5.53,63.57,4.28,1.72,0.37,20.88,2.24,93.65,2.13,1.29,47.67,23.94,7.41,13.02,27.85,28.82,1260,0.43,0.43,0.38
,,,,,,,,,,,,,,,,,,,
5.51,63.66,4.24,1.69,0.36,21.01,1.96,93.35,2.15,1.3,48.38,23.78,7.43,12.9,27.76,28.63,1280,0.42,0.41,0.4
,,,,,,,,,,,,,,,,,,,
5.31,63.98,4.16,1.7,0.34,20.81,2.38,95,2.2,1.28,50.95,21.26,7.03,12.66,26.72,27.86,1330,0.41,0.41,0.38
,,,,,,,,,,,,,,,,,,,
5.24,64.29,4.11,1.66,0.3,21.01,1.82,94.84,2.25,1.27,53.52,19.9,6.93,12.51,26.37,27.46,1360,0.39,0.4,0.38
,,,,,,,,,,,,,,,,,,,
5.22,64.28,4.13,1.7,0.44,20.19,2.94,98.17,2.16,1.26,55.26,16.24,6.85,12.57,26.26,27.63,1250,0.43,0.44,0.37
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5.4,64.92,4.15,1.66,0.32,20,2.96,99.6,2.09,1.3,57.99,13.64,7.29,12.63,27.2,28.04,1320,0.38,0.41,0.36
,,,,,,,,,,,,,,,,,,,
5.44,64.57,4.2,1.68,0.39,20.19,3.06,98.15,2.09,1.3,54.37,16.91,7.31,12.78,27.4,28.36,1250,0.42,0.42,0.37
,,,,,,,,,,,,,,,,,,,
4.85,64.63,4.24,1.45,0.29,21.2,2.46,95.13,2.33,1.14,53.29,20.62,5.68,12.9,24.26,26.38,1310,0.33,0.33,0.36
,,,,,,,,,,,,,,,,,,,
4.89,64.43,4.61,1.47,0.33,21.03,2.36,95.1,2.21,1.06,53.37,20.07,5.16,14.03,24.34,27.37,1280,0.41,0.36,0.37
,,,,,,,,,,,,,,,,,,,
4.51,64.08,5.41,1.29,0.28,21.53,2.04,92.58,2.17,0.83,50.86,23.4,2.8,16.46,22.06,27.78,1310,0.37,0.33,0.34
,,,,,,,,,,,,,,,,,,,
4.4,63.76,5.63,1.27,0.32,21.74,1.62,91.33,2.17,0.78,50.09,24.58,2.13,17.13,21.4,27.96,1350,0.39,0.32,0.33
,,,,,,,,,,,,,,,,,,,
4.27,64.26,5.72,1.26,0.37,20.96,2.24,95.16,2.1,0.75,56.28,17.68,1.64,17.41,20.68,27.81,1330,0.38,0.33,0.32
,,,,,,,,,,,,,,,,,,,
4.14,64.4,5.91,1.22,0.33,21.13,2.1,94.74,2.1,0.7,56.73,17.83,0.97,17.98,19.93,27.77,1300,0.39,0.32,0.3
,,,,,,,,,,,,,,,,,,,
4.18,64.66,5.53,1.22,0.34,20.97,2.38,96.04,2.16,0.76,58.14,16.31,1.72,16.83,20.27,27.06,1280,0.42,0.32,0.3
,,,,,,,,,,,,,,,,,,,
4.17,64.6,5.48,1.21,0.31,21.14,2.24,95.34,2.19,0.76,57.31,17.42,1.78,16.68,20.23,26.88,1280,0.38,0.31,0.29
4.17,64.3,5.47,1.22,0.31,21.44,1.68,93.74,2.22,0.76,56.1,19.19,1.8,16.65,20.24,26.87,1280,0.41,0.32,0.29
,,,,,,,,,,,,,,,,,,,
4.16,64.55,5.43,1.2,0.29,21.37,2.1,94.43,2.23,0.77,56.07,19.01,1.84,16.52,20.2,26.71,1250,0.39,0.31,0.3
,,,,,,,,,,,,,,,,,,,
4.13,64.2,5.47,1.2,0.35,21.4,1.72,93.82,2.23,0.76,56.11,19.07,1.69,16.65,20.02,26.77,1290,0.42,0.31,0.3
,,,,,,,,,,,,,,,,,,,
4.26,64.1,5.52,1.21,0.32,21.65,1.68,92.47,2.21,0.77,53.02,22.12,1.95,16.8,20.7,27.24,1260,0.4,0.32,0.3
,,,,,,,,,,,,,,,,,,,
4.05,64.61,5.45,1.2,0.31,21.31,1.64,94.92,2.24,0.74,59.35,16.37,1.51,16.58,19.61,26.45,1250,0.4,0.3,0.29
,,,,,,,,,,,,,,,,,,,
4.27,64.62,5.51,1.2,0.31,21.44,1.52,94.01,2.19,0.77,57.33,18.26,1.99,16.77,20.75,27.23,1290,0.38,0.32,0.3
,,,,,,,,,,,,,,,,,,,
4.24,64.43,5.49,1.18,0.32,21.46,1.68,93.72,2.21,0.77,55.98,19.34,1.95,16.71,20.6,27.09,1230,0.4,0.34,0.3
,,,,,,,,,,,,,,,,,,,
4.14,64.74,5.41,1.19,0.2,21.39,3.06,94.68,2.24,0.77,52.94,21.43,1.82,16.46,20.1,26.51,1230,0.38,0.32,0.29
,,,,,,,,,,,,,,,,,,,
4.08,64.49,5.45,1.19,0.26,21.54,2.24,93.8,2.26,0.75,54.47,20.71,1.59,16.58,19.77,26.48,1250,0.38,0.31,0.29
,,,,,,,,,,,,,,,,,,,
4.06,64.56,5.43,1.17,0.24,21.59,2.52,93.76,2.28,0.75,53.4,21.66,1.57,16.52,19.67,26.33,1260,0.35,0.3,0.29
,,,,,,,,,,,,,,,,,,,
4.13,64.7,5.46,1.17,0.36,20.77,3.22,97.06,2.17,0.76,56.84,16.71,1.71,16.61,20.03,26.73,1210,0.42,0.32,0.29
,,,,,,,,,,,,,,,,,,,
4.09,64.62,5.51,1.18,0.4,21.23,2.8,95.12,2.21,0.74,54.92,19.48,1.52,16.77,19.8,26.77,1230,0.39,0.32,0.29
,,,,,,,,,,,,,,,,,,,
4.1,64.7,5.54,1.19,0.34,20.92,2.94,96.43,2.17,0.74,56.93,17.08,1.49,16.86,19.84,26.81,1220,0.39,0.31,0.29
,,,,,,,,,,,,,,,,,,,
4.04,64.02,5.53,1.17,0.3,20.78,2.8,96.09,2.17,0.73,56.21,17.22,1.35,16.83,19.53,26.55,1230,0.35,0.29,0.29
,,,,,,,,,,,,,,,,,,,
4.06,64.48,5.5,1.18,0.29,21.51,2.04,93.89,2.25,0.74,55.53,19.82,1.45,16.74,19.64,26.55,1250,0.37,0.31,0.29
,,,,,,,,,,,,,,,,,,,
4.06,64.42,5.5,1.18,0.26,21.7,1.52,93.08,2.27,0.74,55.96,20.04,1.45,16.74,19.64,26.52,1280,0.36,0.3,0.29
,,,,,,,,,,,,,,,,,,,
4.01,64.56,5.45,1.17,0.34,21.51,2.86,94.13,2.27,0.74,52.93,21.78,1.41,16.58,19.39,26.33,1240,0.4,0.32,0.29
,,,,,,,,,,,,,,,,,,,
4.22,64.42,5.45,1.16,0.37,21.33,2.96,94.28,2.21,0.77,51.91,22.03,1.96,16.58,20.51,26.97,1220,0.44,0.33,0.3
,,,,,,,,,,,,,,,,,,,
4.27,64.49,5.48,1.18,0.3,21.25,1.98,94.58,2.18,0.78,56.41,18.41,2.04,16.68,20.76,27.13,1260,0.37,0.31,0.3
,,,,,,,,,,,,,,,,,,,
4.14,64.41,5.37,1.18,0.33,21.2,1.82,94.97,2.23,0.77,58.15,16.96,1.88,16.34,20.11,26.54,1280,0.38,0.31,0.29
,,,,,,,,,,,,,,,,,,,
4.27,65.1,5.32,1.18,0.4,20.53,2.8,98.54,2.14,0.8,61.26,12.69,2.31,16.19,20.82,26.88,1320,0.38,0.32,0.29
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.03,64.76,5.53,1.17,0.35,20.96,2.94,96.49,2.19,0.73,57.35,16.87,1.32,16.83,19.47,26.57,1210,0.39,0.3,0.29
,,,,,,,,,,,,,,,,,,,
4.02,65.14,5.39,1.16,0.35,20.5,3.22,99.11,2.18,0.75,61.52,12.41,1.53,16.4,19.47,26.23,1220,0.37,0.29,0.28
,,,,,,,,,,,,,,,,,,,
4.32,64.07,5.68,1.18,0.35,21.65,1.68,92.19,2.17,0.76,52.26,22.69,1.84,17.28,20.96,27.77,1250,0.35,0.31,0.3
,,,,,,,,,,,,,,,,,,,
4.1,64.41,5.7,1.16,0.31,21.21,2.52,94.7,2.16,0.72,55.02,19.34,1.22,17.35,19.79,27.11,1220,0.42,0.32,0.29
,,,,,,,,,,,,,,,,,,,
4.05,64.59,5.65,1.12,0.31,20.98,2.2,96.01,2.16,0.72,59.21,15.52,1.17,17.19,19.54,26.81,1220,0.41,0.32,0.28
,,,,,,,,,,,,,,,,,,,
4.2,64.21,5.81,1.13,0.36,21.19,2.6,94.22,2.12,0.72,53.2,20.66,1.3,17.68,20.28,27.66,1200,0.42,0.32,0.29
,,,,,,,,,,,,,,,,,,,
4.12,64.69,5.86,1.13,0.34,20.55,2.52,97.58,2.06,0.7,60.82,13.08,1,17.83,19.84,27.52,1210,0.41,0.3,0.28
,,,,,,,,,,,,,,,,,,,
4.43,64.85,5.67,1.15,0.28,20.54,2.82,97.5,2.03,0.78,58.51,14.79,2.15,17.25,21.55,27.97,1260,0.37,0.31,0.29
,,,,,,,,,,,,,,,,,,,
4.37,64.84,5.65,1.18,0.44,20.66,3.42,97.12,2.06,0.77,55.55,17.37,2.02,17.19,21.23,27.94,1240,0.41,0.33,0.31
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.77,64.19,4.77,1.41,0.45,21.01,2.98,94.88,2.2,1,50.6,22.1,4.57,14.52,23.65,27.43,1260,0.45,0.35,0.32
,,,,,,,,,,,,,,,,,,,
4.91,65.04,4.11,1.52,0.29,20.5,2.88,98.6,2.27,1.19,58.35,14.8,6.06,12.51,24.62,26.34,1280,0.38,0.32,0.34
,,,,,,,,,,,,,,,,,,,
4.82,65.12,4.32,1.47,0.28,20.39,3.06,99.14,2.23,1.12,59.08,13.93,5.46,13.15,24.07,26.47,1190,0.39,0.31,0.33
,,,,,,,,,,,,,,,,,,,
4.9,64.84,4.2,1.47,0.42,20.64,2.64,97.65,2.27,1.17,57.39,15.93,5.88,12.78,24.54,26.59,1210,0.39,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.87,64.5,4.04,1.5,0.33,21.37,2.04,94.43,2.4,1.21,53.33,21.08,6.07,12.29,24.43,26.08,1290,0.41,0.33,0.34
,,,,,,,,,,,,,,,,,,,
4.91,64.16,4.05,1.5,0.37,21.27,1.98,94.24,2.37,1.21,52.66,21.29,6.16,12.32,24.64,26.26,1290,0.39,0.32,0.34
,,,,,,,,,,,,,,,,,,,
4.92,64.29,3.88,1.53,0.41,21.24,2.94,94.69,2.41,1.27,49.69,23.45,6.47,11.81,24.75,25.99,1220,0.41,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.98,64.37,3.87,1.54,0.33,21.6,2.1,93.33,2.44,1.29,50.31,24.02,6.65,11.78,25.07,26.08,1290,0.37,0.31,0.35
,,,,,,,,,,,,,,,,,,,
