Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
5.39,65.35,4.37,1.55,0.34,21.12,1.96,95.48,2.16,1.23,55.05,19.07,6.89,13.3,27.08,28.4,1320,0.35,0.3,0.36
,,,,,,,,,,,,,,,,,,,
5.68,65.65,4.44,1.66,0.4,22.01,0.98,92.04,2.17,1.28,51.44,24.34,7.54,13.51,28.59,29.58,1300,0.35,0.32,0.37
,,,,,,,,,,,,,,,,,,,
5.53,64.4,4.37,1.62,0.36,22.15,0.7,90.07,2.24,1.27,47.54,27.68,7.26,13.3,27.82,28.91,1370,0.35,0.32,0.37
5.28,65.11,4.28,1.63,0.38,21.81,1.24,92.77,2.28,1.23,52.62,22.87,6.75,13.02,26.52,28,1320,0.34,0.32,0.36
,,,,,,,,,,,,,,,,,,,
5.31,65.41,4.3,1.64,0.28,21.57,1.54,94.03,2.24,1.23,54.22,20.98,6.8,13.08,26.68,28.04,1380,0.33,0.31,0.35
,,,,,,,,,,,,,,,,,,,
5.35,65.89,4.27,1.62,0.43,21.18,2.32,96.19,2.2,1.25,55.73,18.73,6.95,12.99,26.9,28.23,1290,0.34,0.33,0.34
,,,,,,,,,,,,,,,,,,,
5.35,65.68,4.26,1.63,0.38,20.96,2.88,96.76,2.18,1.26,54.29,19.18,6.97,12.96,26.9,28.16,1220,0.32,0.33,0.34
,,,,,,,,,,,,,,,,,,,
5.21,65.04,4.18,1.64,0.39,21.2,2.68,95.19,2.26,1.25,51.73,21.8,6.73,12.72,26.19,27.6,1220,0.35,0.34,0.35
,,,,,,,,,,,,,,,,,,,
5.32,65.89,4.25,1.67,0.29,21.72,1.96,94.18,2.27,1.25,53.33,22.08,6.91,12.93,26.75,28,1330,0.31,0.33,0.35
,,,,,,,,,,,,,,,,,,,
5.24,65.12,4.22,1.63,0.47,21.5,1.82,94.06,2.27,1.24,53.01,21.69,6.75,12.84,26.33,27.84,1290,0.33,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.33,64.79,4.27,1.67,0.45,21.75,1.4,92.46,2.27,1.25,50.8,24.07,6.9,12.99,26.79,28.24,1320,0.33,0.34,0.36
,,,,,,,,,,,,,,,,,,,
5.27,65.07,4.24,1.7,0.43,21.57,1.96,93.66,2.27,1.24,51.48,23.05,6.79,12.9,26.49,28,1280,0.34,0.35,0.35
,,,,,,,,,,,,,,,,,,,
5.29,65.29,4.26,1.68,0.36,21.49,1.68,94.23,2.25,1.24,53.96,20.95,6.81,12.96,26.58,28.02,1290,0.32,0.34,0.35
,,,,,,,,,,,,,,,,,,,
5.24,65.51,4.22,1.68,0.29,21.4,1.7,95.01,2.26,1.24,55.85,19.26,6.75,12.84,26.33,27.71,1300,0.32,0.33,0.35
,,,,,,,,,,,,,,,,,,,
5.18,65.48,4.22,1.66,0.28,21.24,2.24,95.69,2.26,1.23,55.15,19.33,6.59,12.84,26.01,27.51,1260,0.32,0.32,0.35
5.25,65.3,4.27,1.61,0.43,20.71,3.19,97.37,2.18,1.23,54.04,18.65,6.69,12.99,26.37,27.92,1280,0.32,0.33,0.35
,,,,,,,,,,,,,,,,,,,
5.27,65.9,4.25,1.67,0.51,20.86,2.99,97.64,2.19,1.24,56.05,17.57,6.77,12.93,26.48,28.08,1300,0.31,0.34,0.34
,,,,,,,,,,,,,,,,,,,
5.25,66.12,4.23,1.65,0.35,21.13,2.32,96.93,2.23,1.24,57.78,17.03,6.76,12.87,26.38,27.79,1330,0.29,0.35,0.34
,,,,,,,,,,,,,,,,,,,
5.15,65.69,4.22,1.67,0.44,21.27,2.52,95.93,2.27,1.22,54.84,19.65,6.51,12.84,25.86,27.59,1280,0.31,0.35,0.34
,,,,,,,,,,,,,,,,,,,
5.18,65.75,4.22,1.66,0.36,21.6,2.02,94.69,2.3,1.23,54.41,20.93,6.59,12.84,26.01,27.59,1320,0.32,0.34,0.35
,,,,,,,,,,,,,,,,,,,
5.34,65.5,4.23,1.7,0.35,21.5,2.24,94.44,2.25,1.26,52.17,22.33,6.99,12.87,26.86,28.11,1270,0.32,0.35,0.35
,,,,,,,,,,,,,,,,,,,
5.62,64.72,4.24,1.73,0.56,21.87,1.4,91.5,2.22,1.33,47.7,26.76,7.72,12.9,28.34,29.2,1320,0.34,0.37,0.36
,,,,,,,,,,,,,,,,,,,
5.18,65.59,4.17,1.64,0.4,21.67,1.82,94.24,2.32,1.24,54.11,21.35,6.67,12.69,26.03,27.5,1340,0.31,0.34,0.34
,,,,,,,,,,,,,,,,,,,
5.24,65.5,4.19,1.65,0.2,21.75,1.68,93.69,2.31,1.25,53.27,22.21,6.8,12.75,26.34,27.53,1350,0.32,0.32,0.34
5.41,65.14,4.32,1.71,0.32,21.84,1.72,92.46,2.24,1.25,49.63,25.21,7.03,13.15,27.2,28.49,1360,0.22,0.31,0.36
