Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
4.57,64.43,3.71,1.52,0.59,22.31,1.26,91.57,2.69,1.23,51.56,25.11,5.83,11.29,22.96,24.75,1270,0.39,0.41,0.31
,,,,,,,,,,,,,,,,,,,
4.64,64.47,3.73,1.49,0.3,22.41,1.15,91.14,2.68,1.24,50.91,25.89,5.98,11.35,23.32,24.68,1290,0.35,0.38,0.32
,,,,,,,,,,,,,,,,,,,
4.72,63.79,3.78,1.51,0.37,22.72,0.84,88.92,2.67,1.25,46.44,30.15,6.11,11.5,23.73,25.12,1300,0.41,0.4,0.32
,,,,,,,,,,,,,,,,,,,
4.75,63.76,3.77,1.51,0.39,22.8,1.24,88.57,2.68,1.26,43.89,32.3,6.21,11.47,23.89,25.21,1330,0.39,0.39,0.32
,,,,,,,,,,,,,,,,,,,
4.58,64.52,3.69,1.5,0.42,22.55,1.36,90.83,2.73,1.24,49.65,27.23,5.89,11.23,23.02,24.55,1310,0.38,0.4,0.31
,,,,,,,,,,,,,,,,,,,
4.78,64.45,3.76,1.51,0.12,22.58,0.84,90.26,2.64,1.27,49.81,27.2,6.31,11.44,24.05,25,1310,0.34,0.38,0.32
,,,,,,,,,,,,,,,,,,,
4.7,64.77,3.66,1.51,0.16,22.61,1.4,90.81,2.7,1.28,49.29,27.68,6.26,11.14,23.66,24.59,1270,0.32,0.36,0.32
,,,,,,,,,,,,,,,,,,,
4.58,64.59,3.69,1.47,0.2,22.1,1.88,92.57,2.67,1.24,51.24,24.75,5.89,11.23,23.02,24.3,1290,0.3,0.34,0.31
4.86,65.37,3.77,1.52,0.33,21.47,2.75,95.57,2.49,1.29,53.67,21.11,6.5,11.47,24.47,25.48,1250,0.32,0.37,0.32
,,,,,,,,,,,,,,,,,,,
4.91,66.1,3.71,1.48,0.6,21.08,3.59,98.18,2.45,1.32,55.94,18.28,6.73,11.29,24.76,25.73,1310,0.38,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.97,66.24,3.67,1.5,0.3,21.42,2.8,96.95,2.48,1.35,56.79,18.61,6.96,11.17,25.09,25.54,1360,0.29,0.36,0.32
,,,,,,,,,,,,,,,,,,,
4.67,64.76,3.7,1.49,0.33,22.06,2.24,92.81,2.64,1.26,50.15,25.45,6.12,11.26,23.49,24.74,1320,0.34,0.38,0.32
4.79,65.58,3.69,1.51,0.31,21.54,2.8,95.8,2.54,1.3,54.37,20.78,6.45,11.23,24.13,25.07,1280,0.32,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.64,64.35,3.36,1.52,0.43,22.43,1.4,91.2,2.8,1.38,49.78,26.79,6.61,10.22,23.45,24.03,1300,0.38,0.39,0.31
,,,,,,,,,,,,,,,,,,,
4.65,64.25,3.43,1.5,0.34,22.27,1.46,91.57,2.76,1.36,50.18,26.04,6.52,10.44,23.48,24.1,1250,0.39,0.39,0.31
,,,,,,,,,,,,,,,,,,,
4.69,65.07,3.68,1.49,0.33,22.11,1.91,93.05,2.64,1.27,52.27,24,6.2,11.2,23.6,24.75,1300,0.35,0.37,0.32
,,,,,,,,,,,,,,,,,,,
4.67,64.95,3.73,1.49,0.39,22.08,1.54,92.98,2.63,1.25,53.58,22.92,6.06,11.35,23.48,24.86,1260,0.35,0.38,0.32
,,,,,,,,,,,,,,,,,,,
4.48,64.79,3.72,1.43,0.39,21.43,2.75,95.56,2.61,1.2,54.24,20.57,5.58,11.32,22.48,24.22,1230,0.35,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.68,64.86,3.28,1.54,0.18,22.61,1.68,91.28,2.84,1.43,49.19,27.75,6.85,9.98,23.69,23.74,1300,0.31,0.37,0.3
,,,,,,,,,,,,,,,,,,,
4.9,65.7,3.4,1.51,0.24,21.65,2.52,95.62,2.61,1.44,54.84,20.74,7.23,10.35,24.81,24.69,1310,0.33,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.73,66.19,3.32,1.5,0.18,21.78,2.88,96.18,2.71,1.42,55.64,20.51,6.92,10.1,23.94,23.94,1270,0.28,0.35,0.3
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.56,63.79,6.18,1.38,0.45,21.32,1.12,92.2,1.99,0.74,53.58,20.74,1.63,18.81,22.06,29.88,1350,0.38,0.41,0.34
,,,,,,,,,,,,,,,,,,,
4.45,63.98,6.81,1.37,0.44,20.72,1.54,94.39,1.84,0.65,57.05,16.41,0.27,20.72,21.26,30.92,1280,0.38,0.39,0.33
,,,,,,,,,,,,,,,,,,,
4.47,63.84,5.72,1.37,0.48,21.59,0.84,91.81,2.12,0.78,54.14,21.1,2.17,17.41,21.74,28.62,1380,0.38,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.54,63.93,5.48,1.39,0.34,22.06,0.56,90.32,2.2,0.83,51.94,24.1,2.76,16.68,22.19,28.18,1390,0.35,0.39,0.31
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.35,63.55,6.05,1.36,0.33,21.67,0.95,91.01,2.08,0.72,52.23,22.76,1.29,18.41,20.99,28.83,1300,0.36,0.37,0.3
,,,,,,,,,,,,,,,,,,,
4.67,64.03,6.2,1.4,0.43,21.65,1.06,91.14,1.99,0.75,51.53,23.24,1.89,18.87,22.64,30.25,1260,0.43,0.41,0.29
,,,,,,,,,,,,,,,,,,,
4.61,64.01,6.16,1.38,0.45,21.49,1.01,91.83,2,0.75,53.33,21.42,1.79,18.74,22.33,29.98,1270,0.38,0.39,0.3
,,,,,,,,,,,,,,,,,,,
4.75,66.45,5.76,1.41,0.42,21.2,1.79,96.58,2.02,0.82,61.92,14.11,2.84,17.53,23.21,29.51,1240,0.37,0.39,0.29
,,,,,,,,,,,,,,,,,,,
4.72,65.81,5.89,1.41,0.45,21.69,1.34,93.71,2.04,0.8,57.44,18.9,2.54,17.92,23.01,29.74,1310,0.36,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.54,65.43,6.01,1.45,0.4,21.99,1.23,92.25,2.08,0.76,55.1,21.52,1.86,18.29,22.01,29.47,1300,0.34,0.37,0.3
,,,,,,,,,,,,,,,,,,,
4.48,65.83,5.71,1.41,0.43,21.8,1.32,93.87,2.14,0.78,58.63,18.31,2.21,17.38,21.8,28.62,1350,0.35,0.38,0.3
,,,,,,,,,,,,,,,,,,,
4.75,66.24,5.84,1.41,0.37,21.15,1.91,96.4,2,0.81,60.84,14.78,2.71,17.77,23.18,29.64,1340,0.36,0.39,0.03
,,,,,,,,,,,,,,,,,,,
4.6,64.16,6.18,1.42,0.41,22.16,0.56,89.63,2.06,0.74,50.72,25.32,1.73,18.81,22.27,30,1290,0.39,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.56,65.43,6.02,1.41,0.45,21.66,1.29,93.43,2.05,0.76,57.21,18.98,1.9,18.32,22.12,29.56,1330,0.37,0.38,0.3
,,,,,,,,,,,,,,,,,,,
4.63,64.65,6.21,1.42,0.45,21.85,0.98,91.35,2.02,0.75,53.11,22.62,1.76,18.9,22.42,30.19,1250,0.38,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.58,64.46,6.16,1.42,0.32,22.23,1.12,89.85,2.07,0.74,49.29,26.59,1.71,18.74,22.17,29.8,1300,0.36,0.38,0.3
,,,,,,,,,,,,,,,,,,,
4.63,64.32,6.42,1.42,0.22,22.12,0.84,89.75,2,0.72,49.99,25.75,1.41,19.54,22.35,30.42,1310,0.37,0.4,0.3
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.7,64.37,6.04,1.42,0.39,21.02,1.5,94.08,1.96,0.78,55.94,18.11,2.24,18.38,22.85,29.96,1250,0.42,0.44,0.31
,,,,,,,,,,,,,,,,,,,
4.88,65.12,6.01,1.43,0.44,20.89,1.62,95.41,1.92,0.81,58.32,15.94,2.76,18.29,23.81,30.49,1300,0.39,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.75,65.26,6.24,1.42,0.47,20.85,1.54,95.78,1.9,0.76,60.07,14.51,2.03,18.99,23.05,30.63,1310,0.44,0.44,0.3
,,,,,,,,,,,,,,,,,,,
4.6,65.29,6.28,1.41,0.63,20.85,1.9,96.04,1.92,0.73,59.68,14.8,1.56,19.11,22.24,30.43,1330,0.41,0.41,0.3
,,,,,,,,,,,,,,,,,,,
4.63,65.66,5.48,1.43,0.41,20.91,1.99,97.04,2.07,0.84,61.3,13.75,3,16.68,22.67,28.55,1320,0.43,0.43,0.3
,,,,,,,,,,,,,,,,,,,
4.59,65.58,5.92,1.4,0.51,21,1.8,96.22,2,0.78,60.71,14.46,2.15,18.01,22.31,29.47,1340,0.43,0.43,0.3
,,,,,,,,,,,,,,,,,,,
4.61,65.12,6.05,1.42,0.56,21.34,1.4,94.08,2,0.76,57.56,17.81,1.98,18.41,22.37,29.89,1370,0.41,0.42,0.3
4.56,64.64,6.29,1.42,0.55,21.23,1.12,93.68,1.96,0.72,57.57,17.48,1.44,19.14,22.02,30.26,1370,0.43,0.42,0.3
,,,,,,,,,,,,,,,,,,,
4.62,64.68,6.23,1.42,0.37,21.25,1.18,93.61,1.96,0.74,57.02,17.95,1.7,18.96,22.36,30.13,1370,0.39,0.41,0.3
,,,,,,,,,,,,,,,,,,,
4.62,64.62,6.28,1.44,0.38,21.32,0.84,93.22,1.96,0.74,57.56,17.75,1.62,19.11,22.34,30.27,1370,0.38,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.61,64.55,6.29,1.44,0.4,21.11,1.36,93.92,1.94,0.73,56.8,17.71,1.57,19.14,22.29,30.28,1270,0.41,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.6,64.97,5.75,1.44,0.46,21.05,1.52,95.27,2.03,0.8,59.16,15.77,2.46,17.5,22.42,29.12,1270,0.41,0.41,0.3
,,,,,,,,,,,,,,,,,,,
4.72,64.97,5.68,1.44,0.35,21.45,1.46,93.6,2.06,0.83,55.65,19.55,2.9,17.28,23.08,29.21,1340,0.34,0.38,0.3
,,,,,,,,,,,,,,,,,,,
4.58,65.16,5.81,1.43,0.38,21.45,1.26,93.98,2.06,0.79,58,17.79,2.31,17.68,22.29,29.1,1350,0.38,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.67,65.38,5.96,1.43,0.34,21.11,1.82,95.33,1.99,0.78,58.38,16.53,2.29,18.14,22.72,29.66,1380,0.36,0.4,0.31
,,,,,,,,,,,,,,,,,,,
4.61,65.48,5.87,1.41,0.41,20.91,2.1,96.44,2,0.79,59.7,14.96,2.28,17.86,22.43,29.33,1370,0.38,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.69,66.09,5.84,1.42,0.33,20.79,2.8,97.71,1.97,0.8,59.75,14.57,2.55,17.77,22.87,29.43,1360,0.39,0.41,0.3
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.66,65.02,5.79,1.46,0.35,21.23,1.4,94.51,2.03,0.8,58.02,17.14,2.55,17.62,22.72,29.3,1380,0.36,0.39,0.3
4.73,65.08,6.07,1.52,0.43,21.34,1.26,93.81,1.98,0.78,57.13,18.13,2.26,18.47,23,30.26,1340,0.34,0.36,0.31
,,,,,,,,,,,,,,,,,,,
4.62,65.14,5.82,1.45,0.3,21.12,1.68,95.15,2.02,0.79,58.43,16.51,2.4,17.71,22.5,29.18,1300,0.37,0.39,0.3
,,,,,,,,,,,,,,,,,,,
4.57,65.17,6.32,1.55,0.47,20.96,1.82,95.45,1.92,0.72,58.82,15.76,1.42,19.23,22.07,30.41,1340,0.34,0.39,0.3
,,,,,,,,,,,,,,,,,,,
4.64,64.27,6.24,1.56,0.42,21.28,1.12,92.86,1.96,0.74,55.22,19.4,1.74,18.99,22.46,30.4,1360,0.33,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.71,63.61,6.36,1.57,0.46,21.5,0.56,90.89,1.94,0.74,52.5,22.08,1.72,19.35,22.79,30.92,1420,0.32,0.36,0.31
,,,,,,,,,,,,,,,,,,,
4.46,65.24,5.78,1.49,0.44,21.11,1.68,95.64,2.06,0.77,60.05,15.27,2.04,17.59,21.67,28.8,1360,0.34,0.38,0.3
,,,,,,,,,,,,,,,,,,,
4.75,64.4,5.8,1.61,0.28,21.66,0.77,91.85,2.05,0.82,54.17,21.27,2.77,17.65,23.2,29.66,1330,0.27,0.36,0.32
,,,,,,,,,,,,,,,,,,,
4.7,64.89,5.55,1.6,0.31,21.53,1.04,93.32,2.1,0.85,56.75,18.96,3.06,16.89,23.02,28.99,1340,0.3,0.36,0.31
,,,,,,,,,,,,,,,,,,,
4.67,64.58,5.44,1.62,0.41,21.38,1.07,93.59,2.11,0.86,56.87,18.44,3.17,16.55,22.9,28.77,1200,0.32,0.38,0.3
,,,,,,,,,,,,,,,,,,,
4.68,64.91,5.42,1.63,0.39,21.42,1.15,93.92,2.12,0.86,57.54,18.05,3.23,16.49,22.96,28.75,1210,0.3,0.38,0.31
,,,,,,,,,,,,,,,,,,,
4.68,64.53,5.64,1.62,0.56,21.58,1.12,92.57,2.09,0.83,54.59,20.73,2.86,17.16,22.88,29.39,1290,0.33,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.72,64.75,5.45,1.62,0.43,21.54,0.56,93.14,2.12,0.87,58.07,17.99,3.29,16.58,23.16,28.96,1300,0.35,0.41,0.31
,,,,,,,,,,,,,,,,,,,
4.66,64.75,5.77,1.57,0.39,21.08,1.36,94.71,2.02,0.81,58.25,16.53,2.59,17.56,22.73,29.4,1360,0.33,0.39,0.31
,,,,,,,,,,,,,,,,,,,
4.71,64.93,5.68,1.62,0.52,21.15,1.46,94.7,2.04,0.83,57.84,17.05,2.87,17.28,23.03,29.53,1340,0.36,0.4,0.31
,,,,,,,,,,,,,,,,,,,
4.6,65.1,5.83,1.59,0.65,20.92,2.8,95.9,2.01,0.79,55.35,18.26,2.33,17.74,22.39,29.64,1220,0.37,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.58,65.77,5.67,1.6,0.25,21.29,1.74,95.6,2.08,0.81,59.94,15.86,2.54,17.25,22.34,28.84,1380,0.25,0.34,0.3
,,,,,,,,,,,,,,,,,,,
4.64,65.8,5.78,1.6,0.13,21.34,1.4,95.26,2.05,0.8,60.51,15.58,2.52,17.59,22.62,29.13,1420,0.26,0.36,0.3
,,,,,,,,,,,,,,,,,,,
4.58,65.49,5.73,1.6,0.28,21.29,1.68,95.14,2.06,0.8,58.96,16.6,2.44,17.44,22.32,29,1380,0.3,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.67,64.59,5.69,1.6,0.64,21.39,0.84,93.35,2.06,0.82,57.41,18.06,2.75,17.31,22.81,29.53,1340,0.33,0.41,0.31
,,,,,,,,,,,,,,,,,,,
4.64,65.12,5.73,1.61,0.43,21.18,1.23,94.93,2.04,0.81,59.72,15.72,2.6,17.44,22.64,29.33,1330,0.32,0.38,0.31
,,,,,,,,,,,,,,,,,,,
4.65,64.99,5.66,1.58,0.38,21.38,1.18,94.02,2.07,0.82,57.91,17.66,2.75,17.22,22.71,29.13,1330,0.31,0.36,0.31
,,,,,,,,,,,,,,,,,,,
4.65,66.05,5.62,1.55,0.26,20.83,2.61,97.77,2.03,0.83,60.64,14.02,2.81,17.1,22.73,28.89,1310,0.27,0.65,0.3
,,,,,,,,,,,,,,,,,,,
4.83,66.34,5.62,1.56,0.3,20.61,1.36,98.78,1.97,0.86,67.37,8.31,3.29,17.1,23.68,29.47,1400,0.29,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.72,65.37,5.64,1.59,0.41,21.17,1.52,95.28,2.04,0.84,59.22,16.06,2.97,17.16,23.09,29.33,1370,0.32,0.39,0.31
,,,,,,,,,,,,,,,,,,,
4.74,65.35,5.63,1.59,0.32,21.25,1.68,94.92,2.05,0.84,57.76,17.39,3.04,17.13,23.2,29.28,1380,0.32,0.4,0.31
,,,,,,,,,,,,,,,,,,,
4.73,65.44,5.64,1.58,0.37,21.19,1.42,95.29,2.04,0.84,59.7,15.76,2.99,17.16,23.15,29.31,1390,0.32,0.39,0.31
,,,,,,,,,,,,,,,,,,,
4.69,65.76,5.68,1.59,0.28,21.19,1.46,95.79,2.04,0.83,61.05,14.74,2.82,17.28,22.92,29.2,1370,0.29,0.36,0.31
,,,,,,,,,,,,,,,,,,,
4.66,65.57,5.68,1.58,0.3,21.06,1.62,96.07,2.04,0.82,60.81,14.55,2.74,17.28,22.76,29.12,1350,0.29,0.37,0.3
,,,,,,,,,,,,,,,,,,,
4.73,65.41,5.81,1.59,0.31,21.01,1.96,95.8,1.99,0.81,58.5,16.15,2.7,17.68,23.09,29.64,1250,0.31,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.86,65.55,5.4,1.49,0.35,20.87,2.24,96.71,2.03,0.9,58.71,15.59,3.74,16.43,23.92,29.06,1190,0.36,0.39,0.3
,,,,,,,,,,,,,,,,,,,
4.66,66.3,5.62,1.45,0.38,20.81,1.96,98.2,2.02,0.83,64.39,11.13,2.84,17.1,22.78,28.94,1320,0.32,0.35,0.3
,,,,,,,,,,,,,,,,,,,
4.85,64.83,5.44,1.52,0.27,21.48,1.52,93.28,2.09,0.89,54.08,20.83,3.65,16.55,23.85,29.07,1330,0.37,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.71,65.31,5.77,1.58,0.32,20.91,2.68,96.11,2,0.82,56.12,17.66,2.72,17.56,23,29.49,1260,0.31,0.38,0.31
,,,,,,,,,,,,,,,,,,,
4.88,65.97,3.66,1.52,0.3,21.95,2.4,94.66,2.57,1.33,53.91,22.3,6.74,11.14,24.62,25.27,1270,0.25,0.37,0.3
,,,,,,,,,,,,,,,,,,,
4.86,65.25,4.07,1.51,0.39,21.88,2.1,93.56,2.45,1.19,52.28,23.33,5.99,12.39,24.37,26.19,1280,0.36,0.38,0.31
,,,,,,,,,,,,,,,,,,,
4.92,64.13,4.11,1.53,0.47,22.57,1.26,89.35,2.5,1.2,45.44,30.47,6.08,12.51,24.67,26.56,1320,0.33,0.37,0.31
4.92,64.24,4.03,1.53,0.35,22.52,1.12,89.75,2.52,1.22,46.95,29.19,6.22,12.26,24.7,26.26,1350,0.32,0.37,0.3
,,,,,,,,,,,,,,,,,,,
4.93,64.62,4.05,1.53,0.23,22.35,0.86,90.85,2.49,1.22,50.75,25.83,6.21,12.32,24.75,26.21,1380,0.28,0.35,0.31
,,,,,,,,,,,,,,,,,,,
4.78,64.78,4.06,1.53,0.42,22.2,1.4,91.84,2.51,1.18,51.34,24.96,5.8,12.35,23.95,25.98,1350,0.35,0.39,0.31
,,,,,,,,,,,,,,,,,,,
4.75,65.41,4.09,1.52,0.47,21.8,2.24,94.25,2.47,1.16,53.68,22.05,5.67,12.45,23.78,26,1300,0.35,0.38,0.31
,,,,,,,,,,,,,,,,,,,
4.74,64.33,4.08,1.52,0.4,22.34,0.98,90.74,2.53,1.16,50.39,26.08,5.66,12.42,23.73,25.88,1330,0.35,0.38,0.3
,,,,,,,,,,,,,,,,,,,
4.72,64.35,4.08,1.51,0.41,22.28,1.18,91.02,2.53,1.16,50.25,26.01,5.6,12.42,23.62,25.82,1310,0.35,0.39,0.31
,,,,,,,,,,,,,,,,,,,
4.62,65.04,3.89,1.53,0.4,22.57,1.24,91.26,2.65,1.19,51.55,25.86,5.66,11.84,23.16,25.12,1310,0.31,0.36,0.3
,,,,,,,,,,,,,,,,,,,
4.65,64.68,3.82,1.56,0.45,22.72,0.98,90.24,2.68,1.22,49.9,27.53,5.86,11.62,23.34,25.13,1340,0.3,0.35,0.3
,,,,,,,,,,,,,,,,,,,
4.7,64.57,3.85,1.54,0.49,22.44,1.36,90.98,2.62,1.22,49.66,26.92,5.94,11.72,23.6,25.37,1310,0.32,0.39,0.3
,,,,,,,,,,,,,,,,,,,
4.73,64.46,3.86,1.55,0.51,22.5,1.24,90.55,2.62,1.23,49.03,27.56,6,11.75,23.75,25.51,1320,0.31,0.38,0.31
,,,,,,,,,,,,,,,,,,,
4.77,64.92,3.8,1.55,0.45,22.36,1.26,91.69,2.61,1.26,51.7,25.15,6.21,11.56,23.99,25.43,1320,0.31,0.41,0.31
,,,,,,,,,,,,,,,,,,,
4.78,64.74,3.69,1.54,0.5,22.52,1.36,90.94,2.66,1.3,49.43,27.31,6.42,11.23,24.08,25.26,1310,0.31,0.39,0.31
,,,,,,,,,,,,,,,,,,,
4.86,66.44,3.69,1.59,0.47,21.48,2.94,97.17,2.51,1.32,57.29,18.41,6.64,11.23,24.5,25.52,1320,0.36,0.48,0.3
,,,,,,,,,,,,,,,,,,,
4.8,65.18,3.68,1.58,0.4,22.07,1.82,93.18,2.6,1.3,52.65,23.6,6.49,11.2,24.19,25.24,1340,0.33,0.43,0.31
,,,,,,,,,,,,,,,,,,,
4.9,64.21,3.53,1.69,0.46,22.43,1.4,90.46,2.66,1.39,47.22,28.72,7.01,10.74,24.77,25.37,1270,0.41,0.32,0.32
,,,,,,,,,,,,,,,,,,,
4.82,64,3.47,1.68,0.49,21.81,1.68,92.61,2.63,1.39,50.56,24.43,6.9,10.56,24.36,25.02,1290,0.39,0.52,0.31
,,,,,,,,,,,,,,,,,,,
4.88,64.16,3.49,1.66,0.18,21.96,1.52,92.17,2.62,1.4,50.29,25.06,7.03,10.62,24.67,24.91,1310,0.36,0.49,0.32
,,,,,,,,,,,,,,,,,,,
4.8,63.98,3.43,1.66,0.27,21.8,1.42,92.69,2.65,1.4,51.81,23.46,6.92,10.44,24.27,24.64,1320,0.39,0.51,0.31
,,,,,,,,,,,,,,,,,,,
5.1,63.95,3.46,1.76,0.49,22.31,0.98,90.28,2.61,1.47,47.54,28.14,7.66,10.53,25.85,25.91,1310,0.44,0.55,0.32
,,,,,,,,,,,,,,,,,,,
4.8,64.3,4,1.55,0.37,22.58,0.84,89.82,2.57,1.2,48.73,28.02,5.95,12.17,24.08,25.88,1340,0.33,0.38,0.31
,,,,,,,,,,,,,,,,,,,
5.01,65,4.03,1.63,0.41,21.66,1.36,93.82,2.4,1.24,55,20.65,6.46,12.26,25.18,26.69,1330,0.39,0.48,0.31
,,,,,,,,,,,,,,,,,,,
5.15,64.4,3.89,1.69,0.25,22.05,1.42,91.41,2.44,1.32,48.61,26.59,7.07,11.84,25.97,26.69,1280,0.29,0.45,0.33
