Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
4.07,64.81,5.55,1.25,0.45,21.45,2.24,94.54,2.23,0.73,56.38,19.01,1.39,16.89,19.68,26.92,1220,0.29,0.21,0.29
,,,,,,,,,,,,,,,,,,,
4.11,64.64,5.69,1.22,0.38,21.69,1.4,93.19,2.21,0.72,56.81,19.37,1.26,17.31,19.84,27.24,1290,0.27,0.21,0.3
,,,,,,,,,,,,,,,,,,,
4.1,64.72,5.76,1.21,0.3,21.72,1.68,93.15,2.2,0.71,55.74,20.27,1.12,17.53,19.77,27.28,1280,0.29,0.23,0.3
,,,,,,,,,,,,,,,,,,,
4.14,64.65,5.65,1.23,0.37,21.76,1.68,92.93,2.22,0.73,55.04,20.91,1.41,17.19,20.02,27.24,1270,0.3,0.22,0.3
,,,,,,,,,,,,,,,,,,,
4.12,64.67,5.47,1.21,0.31,21.84,1.36,92.85,2.28,0.75,56.21,20.26,1.66,16.65,19.97,26.71,1300,0.29,0.2,0.3
4.2,64.81,5.47,1.21,0.34,21.59,1.48,93.86,2.23,0.77,57.65,18.45,1.87,16.65,20.39,26.97,1300,0.29,0.22,0.29
,,,,,,,,,,,,,,,,,,,
4.2,64.58,5.5,1.24,0.35,21.72,2.04,93.01,2.24,0.76,53.4,22.03,1.82,16.74,20.38,27.08,1220,0.32,0.22,0.3
,,,,,,,,,,,,,,,,,,,
4.29,65.55,5.47,1.24,0.34,20.61,2.8,98.7,2.11,0.78,62.14,12.26,2.11,16.65,20.87,27.27,1290,0.27,0.21,0.29
,,,,,,,,,,,,,,,,,,,
4.13,65.19,5.5,1.22,0.33,20.74,3.36,97.88,2.15,0.75,58.43,15.42,1.64,16.74,20.01,26.83,1150,0.3,0.2,0.29
,,,,,,,,,,,,,,,,,,,
4.15,64.67,5.35,1.22,0.32,21.59,2.24,93.85,2.27,0.78,54.5,20.83,1.95,16.28,20.17,26.55,1210,0.29,0.2,0.3
,,,,,,,,,,,,,,,,,,,
4.19,64.4,5.39,1.34,0.43,21.9,1.74,92.2,2.29,0.78,52.75,23.04,1.98,16.4,20.37,26.99,1250,0.31,0.21,0.3
,,,,,,,,,,,,,,,,,,,
4.36,64.8,5.35,1.24,0.34,21.31,2.1,94.77,2.19,0.81,56.31,18.66,2.5,16.28,21.28,27.21,1240,0.27,0.21,0.3
,,,,,,,,,,,,,,,,,,,
4.3,64.29,5.47,1.21,0.23,22.17,1.4,90.82,2.27,0.79,50.78,25.3,2.14,16.65,20.92,27.16,1250,0.29,0.2,0.29
,,,,,,,,,,,,,,,,,,,
4.29,64.16,5.59,1.22,0.23,22.22,1.34,90.37,2.25,0.77,50.01,26.02,1.91,17.01,20.83,27.4,1250,0.28,0.2,0.29
,,,,,,,,,,,,,,,,,,,
4.27,64.38,5.51,1.22,0.33,22.25,1.68,90.67,2.28,0.77,49.54,26.46,1.99,16.77,20.75,27.27,1240,0.29,0.21,0.3
,,,,,,,,,,,,,,,,,,,
4.22,64.46,5.6,1.21,0.15,21.9,1.9,92.05,2.23,0.75,51.84,23.72,1.71,17.04,20.46,27.13,1250,0.27,0.2,0.29
,,,,,,,,,,,,,,,,,,,
4.28,64.73,5.6,1.2,0.24,21.67,2.24,93.2,2.19,0.76,52.9,22.26,1.87,17.04,20.77,27.39,1240,0.27,0.2,0.29
4.32,64.96,5.64,1.21,0.17,21.64,1.96,93.55,2.17,0.77,54.88,20.68,1.91,17.16,20.97,27.53,1260,0.27,0.21,0.29
,,,,,,,,,,,,,,,,,,,
4.32,64.25,5.49,1.21,0.38,22.13,1.88,90.86,2.26,0.79,48.8,26.67,2.16,16.71,21.02,27.41,1270,0.29,0.21,0.3
,,,,,,,,,,,,,,,,,,,
4.38,63.87,5.22,1.21,0.26,22.59,1.68,88.83,2.35,0.84,44.56,31.19,2.77,15.88,21.43,26.88,1280,0.3,0.19,0.31
,,,,,,,,,,,,,,,,,,,
4.52,63.92,5.06,1.22,0.18,22.66,1.26,88.58,2.37,0.89,45.23,30.89,3.42,15.4,22.23,26.87,1310,0.28,0.19,0.32
,,,,,,,,,,,,,,,,,,,
4.46,63.71,4.94,1.2,0.23,22.66,1.4,88.47,2.41,0.9,44.38,31.53,3.46,15.03,21.95,26.46,1300,0.31,0.2,0.34
,,,,,,,,,,,,,,,,,,,
4.56,63.73,4.92,1.25,0.24,22.48,1.26,88.99,2.37,0.93,45.75,29.98,3.76,14.97,22.49,26.77,1320,0.29,0.2,0.34
,,,,,,,,,,,,,,,,,,,
4.62,64.22,4.61,1.4,0.28,22.44,1.48,89.98,2.43,1,47.2,28.77,4.44,14.03,22.91,26.45,1310,0.27,0.25,0.34
,,,,,,,,,,,,,,,,,,,
4.59,64.41,4.4,1.45,0.38,22.18,1.56,91.4,2.47,1.04,50.12,25.82,4.72,13.39,22.83,26.05,1290,0.3,0.27,0.34
,,,,,,,,,,,,,,,,,,,
4.78,64.21,4.32,1.5,0.22,22.46,1.62,89.89,2.47,1.11,45.77,29.9,5.36,13.15,23.86,26.33,1290,0.28,0.28,0.35
,,,,,,,,,,,,,,,,,,,
4.81,64.46,4.28,1.55,0.26,21.88,1.76,92.33,2.41,1.12,50.49,24.69,5.5,13.02,24.03,26.42,1270,0.29,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.85,64.61,4.26,1.53,0.49,21.72,2.4,93.09,2.38,1.14,49.47,24.99,5.64,12.96,24.25,26.7,1230,0.31,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.85,64.26,4.18,1.55,0.33,22.16,2.24,91.04,2.45,1.16,45.46,29.28,5.78,12.72,24.28,26.38,1240,0.3,0.3,0.35
4.86,63.7,4.07,1.56,0.39,22.33,1.52,89.72,2.5,1.19,44.91,30.18,5.99,12.39,24.37,26.24,1270,0.3,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.64,63.74,4.03,1.53,0.52,22.2,1.68,90.61,2.56,1.15,46.95,28.27,5.48,12.26,23.22,25.6,1280,0.3,0.32,0.35
,,,,,,,,,,,,,,,,,,,
4.71,64.19,3.96,1.57,0.45,22.42,1.54,90.41,2.59,1.19,47.31,28.63,5.78,12.05,23.61,25.63,1290,0.26,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.81,64.4,3.98,1.58,0.52,22.27,1.82,91.07,2.53,1.21,47.46,28.08,6.01,12.11,24.14,26.05,1260,0.3,0.32,0.35
,,,,,,,,,,,,,,,,,,,
4.83,64.44,4.01,1.55,0.24,22.04,1.68,91.91,2.49,1.2,49.77,25.69,6.01,12.2,24.23,25.86,1280,0.26,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.68,64.22,3.96,1.55,0.29,22.3,1.54,90.92,2.58,1.18,48.54,27.36,5.7,12.05,23.45,25.36,1280,0.3,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.75,64.12,4.18,1.56,0.26,22.31,1.62,90.46,2.5,1.14,46.95,28.59,5.51,12.72,23.75,26.03,1290,0.29,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.84,64.3,4.26,1.62,0.41,22.51,1.72,89.8,2.47,1.14,45.04,30.6,5.62,12.96,24.2,26.68,1270,0.29,0.31,0.36
,,,,,,,,,,,,,,,,,,,
4.74,63.87,4.26,1.57,0.42,21.77,2.24,92.01,2.42,1.11,47.47,26.65,5.35,12.96,23.67,26.35,1180,0.29,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.75,63.87,4.26,1.56,0.34,21.99,1.68,91.19,2.44,1.12,48.01,26.87,5.38,12.96,23.72,26.28,1290,0.3,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.81,64.47,4.13,1.56,0.36,21.6,2.68,93.52,2.42,1.16,49.12,24.91,5.76,12.57,24.08,26.2,1270,0.3,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.77,64.16,4.15,1.57,0.4,21.94,2.02,91.85,2.46,1.15,48.2,26.58,5.62,12.63,23.87,26.17,1280,0.27,0.32,0.35
4.75,64.17,4.23,1.56,0.23,22.18,1.9,90.95,2.47,1.12,46.93,28.23,5.43,12.87,23.73,26.11,1310,0.28,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.76,63.87,4.33,1.59,0.35,22.24,1.96,90.21,2.45,1.1,44.8,30.01,5.29,13.18,23.75,26.51,1270,0.3,0.32,0.35
,,,,,,,,,,,,,,,,,,,
4.78,63.85,4.36,1.58,0.44,22.35,1.86,89.74,2.45,1.1,44.11,30.84,5.29,13.27,23.85,26.71,1280,0.29,0.31,0.36
,,,,,,,,,,,,,,,,,,,
5.18,63.51,4.39,1.57,0.5,22.75,1.46,87.28,2.38,1.18,38.58,36.16,6.3,13.36,25.96,28.01,1290,0.3,0.32,0.38
,,,,,,,,,,,,,,,,,,,
4.72,63.89,4.36,1.58,0.27,22.32,1.72,89.99,2.46,1.08,45.47,29.73,5.13,13.27,23.53,26.37,1240,0.31,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.65,64.14,4.36,1.55,0.64,21.78,2.24,92.42,2.42,1.07,48.95,25.56,4.95,13.27,23.16,26.5,1200,0.32,0.33,0.34
,,,,,,,,,,,,,,,,,,,
4.61,64.26,4.33,1.52,0.44,21.56,1.92,93.52,2.41,1.06,52.73,22.08,4.89,13.18,22.96,26.09,1270,0.27,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.88,64.49,4.33,1.53,0.28,21.7,1.84,92.88,2.36,1.13,51.11,23.7,5.61,13.18,24.39,26.73,1270,0.28,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.78,64.16,4.32,1.56,0.22,22.1,1.54,91.11,2.43,1.11,48.63,26.71,5.36,13.15,23.86,26.39,1320,0.28,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.7,63.79,4.26,1.59,0.27,22.48,1.26,89.4,2.51,1.1,46,29.79,5.25,12.96,23.46,26.1,1320,0.28,0.3,0.36
,,,,,,,,,,,,,,,,,,,
4.65,64.09,4.19,1.61,0.28,22.29,1.68,90.63,2.52,1.11,47.39,28.19,5.23,12.75,23.22,25.83,1310,0.27,0.29,0.35
,,,,,,,,,,,,,,,,,,,
4.82,63.91,4.25,1.63,0.25,22.48,1.4,89.4,2.48,1.13,45.13,30.45,5.58,12.93,24.1,26.45,1320,0.25,0.29,0.36
4.7,64.21,4.27,1.63,0.25,22.17,1.74,91.09,2.47,1.1,48.1,27.32,5.23,12.99,23.45,26.14,1300,0.26,0.29,0.36
,,,,,,,,,,,,,,,,,,,
4.7,64.91,4.23,1.61,0.43,21.36,2.24,95.18,2.39,1.11,55.13,19.69,5.3,12.87,23.47,26.21,1280,0.26,0.29,0.35
,,,,,,,,,,,,,,,,,,,
4.8,64.23,4.31,1.58,0.39,22.23,1.82,90.71,2.44,1.11,46.67,28.57,5.43,13.12,23.97,26.61,1250,0.27,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.75,63.9,4.28,1.59,0.45,22.14,1.94,90.67,2.45,1.11,45.9,28.89,5.35,13.02,23.72,26.47,1250,0.3,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.75,63.77,4.25,1.6,0.32,22.44,1.56,89.45,2.49,1.12,44.68,30.67,5.4,12.93,23.73,26.28,1290,0.27,0.31,0.36
,,,,,,,,,,,,,,,,,,,
4.75,63.9,4.25,1.61,0.28,22.47,1.36,89.52,2.5,1.12,45.8,29.91,5.4,12.93,23.73,26.25,1310,0.27,0.3,0.36
,,,,,,,,,,,,,,,,,,,
4.74,63.57,4.28,1.57,0.44,22.24,1.88,89.86,2.47,1.11,44.11,30.53,5.32,13.02,23.66,26.41,1260,0.28,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.74,63.91,4.28,1.65,0.22,22.39,1.96,89.81,2.48,1.11,44.03,31.02,5.32,13.02,23.66,26.27,1240,0.26,0.3,0.36
,,,,,,,,,,,,,,,,,,,
4.58,63.79,4.29,1.59,0.22,21.77,1.9,92.13,2.45,1.07,49.56,25.07,4.88,13.05,22.81,25.76,1300,0.27,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.61,63.72,4.2,1.57,0.24,22.17,2.1,90.59,2.52,1.1,45.34,29.4,5.11,12.78,23,25.65,1290,0.28,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.66,63.52,4.23,1.58,0.53,22.45,1.68,89.21,2.53,1.1,43.73,31.41,5.19,12.87,23.26,26.16,1280,0.25,0.35,0.36
,,,,,,,,,,,,,,,,,,,
4.71,63.49,4.26,1.6,0.39,22.6,1.26,88.55,2.52,1.11,43.8,31.79,5.27,12.96,23.51,26.26,1310,0.28,0.33,0.36
4.78,64.11,4.28,1.58,0.25,21.8,1.82,92.17,2.41,1.12,49.63,25.1,5.43,13.02,23.87,26.35,1280,0.29,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.79,64.01,4.31,1.61,0.18,22.22,1.68,90.45,2.44,1.11,46.49,28.68,5.4,13.12,23.92,26.4,1300,0.26,0.3,0.36
,,,,,,,,,,,,,,,,,,,
4.76,64.36,4.29,1.6,0.14,22.35,1.73,90.55,2.47,1.11,46.95,28.7,5.36,13.05,23.77,26.22,1300,0.22,0.27,0.36
,,,,,,,,,,,,,,,,,,,
4.71,64.47,4.2,1.61,0.15,22.45,1.9,90.49,2.52,1.12,46.41,29.39,5.38,12.78,23.53,25.89,1300,0.23,0.26,0.36
,,,,,,,,,,,,,,,,,,,
4.62,64.27,4.12,1.54,0.36,22.38,1.68,90.67,2.56,1.12,47.74,28.19,5.27,12.54,23.08,25.59,1310,0.22,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.61,63.88,4.17,1.52,0.24,22.09,1.52,91.13,2.52,1.11,49.01,26.4,5.16,12.69,23.01,25.53,1320,0.24,0.27,0.36
,,,,,,,,,,,,,,,,,,,
4.75,63.61,4.29,1.53,0.25,22.13,1.32,90.29,2.45,1.11,47.31,27.8,5.33,13.05,23.71,26.23,1350,0.25,0.31,0.36
,,,,,,,,,,,,,,,,,,,
4.81,63.46,4.26,1.55,0.17,22.24,1.4,89.62,2.45,1.13,45.17,29.72,5.54,12.96,24.04,26.28,1310,0.28,0.29,0.37
,,,,,,,,,,,,,,,,,,,
4.95,63.63,4.27,1.61,0.21,22.65,1.26,88.21,2.46,1.16,42.36,33.02,5.89,12.99,24.78,26.82,1360,0.27,0.31,0.37
,,,,,,,,,,,,,,,,,,,
4.93,63.89,4.29,1.64,0.17,22.52,1.36,89.03,2.44,1.15,44.11,31.33,5.81,13.05,24.67,26.79,1310,0.28,0.31,0.36
,,,,,,,,,,,,,,,,,,,
5.02,63.99,4.29,1.62,0.28,22.14,1.48,90.38,2.38,1.17,46.31,28.58,6.04,13.05,25.14,27.15,1280,0.27,0.33,0.36
,,,,,,,,,,,,,,,,,,,
5,64.26,4.27,1.61,0.27,21.95,1.64,91.49,2.37,1.17,48.37,26.48,6.03,12.99,25.04,27.02,1290,0.28,0.32,0.35
4.92,64.04,4.19,1.62,0.25,22.15,1.48,90.65,2.43,1.17,47.25,27.9,5.95,12.75,24.65,26.6,1310,0.28,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.93,63.87,4.2,1.63,0.29,22.35,1.52,89.67,2.45,1.17,44.8,30.32,5.96,12.78,24.7,26.7,1310,0.26,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.81,64.02,4.06,1.67,0.4,22.17,1.68,90.83,2.5,1.18,47.13,28.05,5.88,12.35,24.11,26.19,1300,0.3,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.92,63.68,4.1,1.67,0.46,22.42,1.4,89.26,2.49,1.2,44.19,30.98,6.1,12.48,24.68,26.66,1310,0.31,0.34,0.36
,,,,,,,,,,,,,,,,,,,
4.78,64.23,4,1.68,0.35,22.11,1.62,91.44,2.52,1.2,48.97,26.49,5.9,12.17,23.97,25.93,1300,0.27,0.31,0.36
,,,,,,,,,,,,,,,,,,,
4.95,64.1,4.06,1.66,0.26,21.93,1.73,91.59,2.43,1.22,48.14,26.6,6.25,12.35,24.85,26.45,1310,0.28,0.32,0.35
,,,,,,,,,,,,,,,,,,,
4.98,64.33,4.09,1.65,0.27,21.82,1.68,92.26,2.41,1.22,49.87,24.98,6.28,12.45,25,26.61,1320,0.28,0.32,0.35
,,,,,,,,,,,,,,,,,,,
4.96,64.07,4.15,1.66,0.26,22,1.82,91.2,2.41,1.2,46.92,27.72,6.12,12.63,24.87,26.68,1280,0.25,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.95,64.11,4.12,1.67,0.2,22.11,1.74,90.9,2.44,1.2,46.68,28.21,6.15,12.54,24.83,26.54,1290,0.31,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.97,64.1,4.06,1.7,0.22,22.28,1.54,90.3,2.47,1.22,46.11,29.13,6.3,12.35,24.96,26.51,1300,0.28,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.96,63.69,4.06,1.69,0.2,22.39,1.68,89.35,2.48,1.22,43.11,31.71,6.27,12.35,24.9,26.45,1260,0.31,0.31,0.36
,,,,,,,,,,,,,,,,,,,
4.98,63.72,4.06,1.69,0.17,22.29,1.68,89.71,2.47,1.23,43.85,30.86,6.33,12.35,25.01,26.48,1290,0.28,0.31,0.36
5.01,64.34,4.1,1.67,0.27,21.85,1.76,92.1,2.4,1.22,49.14,25.61,6.34,12.48,25.15,26.74,1270,0.26,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.82,64.24,4.1,1.59,0.31,21.17,1.64,94.85,2.37,1.18,55.67,18.74,5.84,12.48,24.15,26.14,1300,0.26,0.29,0.35
,,,,,,,,,,,,,,,,,,,
4.83,63.94,3.95,1.7,0.42,22.25,1.54,90.49,2.53,1.22,46.79,28.53,6.12,12.02,24.25,26.06,1310,0.3,0.33,0.35
,,,,,,,,,,,,,,,,,,,
4.97,63.79,4.02,1.71,0.33,22.44,1.68,89.33,2.5,1.24,43.12,31.84,6.37,12.23,24.97,26.55,1280,0.31,0.33,0.36
,,,,,,,,,,,,,,,,,,,
4.82,63.97,3.91,1.67,0.35,21.98,1.96,91.56,2.52,1.23,47.38,27.32,6.16,11.9,24.21,25.84,1260,0.29,0.3,0.35
,,,,,,,,,,,,,,,,,,,
5.06,64.03,4.03,1.69,0.33,21.73,2.24,92.08,2.39,1.26,46.6,27.19,6.59,12.26,25.44,26.81,1240,0.3,0.33,0.36
,,,,,,,,,,,,,,,,,,,
4.98,63.76,4.01,1.71,0.33,21.96,2.52,90.99,2.44,1.24,43.18,30.42,6.41,12.2,25.03,26.55,1210,0.28,0.31,0.36
,,,,,,,,,,,,,,,,,,,
5.07,63.48,4.02,1.7,0.29,22.07,2.38,90.05,2.43,1.26,41.15,32.27,6.63,12.23,25.5,26.79,1220,0.29,0.32,0.36
,,,,,,,,,,,,,,,,,,,
4.96,63.83,4.02,1.7,0.29,22.34,1.9,89.75,2.49,1.23,43.22,31.48,6.34,12.23,24.92,26.47,1250,0.29,0.31,0.36
,,,,,,,,,,,,,,,,,,,
4.9,63.64,4.01,1.72,0.38,22.22,2.4,90.01,2.49,1.22,41.74,32.26,6.2,12.2,24.6,26.38,1180,0.3,0.32,0.35
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.8,63.67,3.96,1.69,0.27,21.86,1.96,91.56,2.5,1.21,47.13,27.16,6.02,12.05,24.09,25.83,1250,0.29,0.3,0.35
4.78,63.81,3.95,1.67,0.32,21.9,1.68,91.65,2.51,1.21,48.69,26.1,5.98,12.02,23.99,25.78,1300,0.29,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.84,63.87,4.04,1.67,0.26,22.03,1.52,91.09,2.48,1.2,48.06,26.94,5.99,12.29,24.27,26.1,1310,0.27,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.9,64.01,4.07,1.66,0.23,22.02,1.54,91.21,2.45,1.2,48.18,26.82,6.1,12.39,24.58,26.3,1320,0.27,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.95,64.14,3.99,1.7,0.23,22.51,1.68,89.63,2.52,1.24,44.19,31.24,6.37,12.14,24.87,26.31,1280,0.3,0.32,0.36
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.87,64,3.98,1.7,0.3,22.37,1.26,90.06,2.53,1.22,46.95,28.76,6.17,12.11,24.45,26.12,1360,0.25,0.29,0.36
,,,,,,,,,,,,,,,,,,,
4.62,64.66,3.82,1.67,0.26,22.16,1.46,92.27,2.63,1.21,52.33,24.1,5.78,11.62,23.18,24.96,1340,0.26,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.91,64.16,3.97,1.69,0.22,22.16,1.04,90.98,2.5,1.24,49.84,25.98,6.29,12.08,24.67,26.13,1400,0.27,0.31,0.35
,,,,,,,,,,,,,,,,,,,
4.85,64.6,3.99,1.64,0.24,21.8,1.46,93.01,2.47,1.22,53.03,22.54,6.1,12.14,24.34,25.97,1370,0.25,0.29,0.35
,,,,,,,,,,,,,,,,,,,
4.81,64.93,3.93,1.67,0.26,21.48,1.72,94.83,2.46,1.22,56.1,19.3,6.1,11.96,24.15,25.77,1310,0.26,0.29,0.35
,,,,,,,,,,,,,,,,,,,
4.95,64.06,4.03,1.7,0.27,21.76,2.02,92.19,2.42,1.23,48.13,26.12,6.3,12.26,24.86,26.44,1250,0.3,0.31,0.36
,,,,,,,,,,,,,,,,,,,
4.93,63.89,4,1.7,0.29,21.75,1.9,92.04,2.44,1.23,48.18,26.05,6.3,12.17,24.77,26.33,1260,0.28,0.32,0.36
4.89,63.59,4.07,1.65,0.3,22.02,1.62,90.62,2.46,1.2,46.21,28.31,6.07,12.39,24.53,26.33,1310,0.25,0.31,0.36
,,,,,,,,,,,,,,,,,,,
4.88,63.43,4.05,1.64,0.26,21.94,1.52,90.72,2.46,1.2,46.67,27.73,6.08,12.32,24.48,26.21,1300,0.25,0.3,0.36
,,,,,,,,,,,,,,,,,,,
4.97,63.54,4.03,1.67,0.4,22.42,1.4,89.04,2.49,1.23,43.38,31.59,6.35,12.26,24.97,26.6,1290,0.24,0.34,0.36
,,,,,,,,,,,,,,,,,,,
5.07,63.7,4.1,1.67,0.34,22.11,1.68,90.15,2.41,1.24,44.48,29.87,6.5,12.48,25.47,26.99,1270,0.29,0.33,0.36
,,,,,,,,,,,,,,,,,,,
4.99,64.04,4.02,1.64,0.4,22,1.74,91.22,2.44,1.24,47.11,27.58,6.42,12.23,25.08,26.6,1270,0.28,0.33,0.35
,,,,,,,,,,,,,,,,,,,
4.95,63.54,4.02,1.66,0.46,22.18,1.4,89.93,2.47,1.23,45.36,29.41,6.32,12.23,24.86,26.57,1300,0.27,0.34,0.35
,,,,,,,,,,,,,,,,,,,
4.91,63.18,3.95,1.64,0.56,22.16,2.04,89.61,2.5,1.24,41.81,32.03,6.33,12.02,24.68,26.37,1220,0.45,0.33,0.35
,,,,,,,,,,,,,,,,,,,
5.12,63.89,4.18,1.68,0.4,22.13,1.36,90.21,2.38,1.22,45.95,28.82,6.5,12.72,25.71,27.38,1300,0.26,0.34,0.36
,,,,,,,,,,,,,,,,,,,
5.1,63.58,4.28,1.7,0.6,21.51,1.23,91.97,2.29,1.19,49.93,24.05,6.27,13.02,25.57,27.76,1350,0.37,0.38,0.36
,,,,,,,,,,,,,,,,,,,
5.01,63.98,4.15,1.69,0.37,21.39,1.64,93.26,2.34,1.21,51.59,22.45,6.25,12.63,25.14,26.97,1300,0.31,0.33,0.36
,,,,,,,,,,,,,,,,,,,
5.22,63.93,4.33,1.72,0.24,21.92,1.68,90.74,2.3,1.21,45.52,28.54,6.51,13.18,26.19,27.89,1310,0.27,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.2,63.62,4.29,1.7,0.22,21.89,1.4,90.47,2.31,1.21,45.82,28.23,6.52,13.05,26.1,27.7,1320,0.34,0.34,0.37
5.12,64.08,4.27,1.72,0.25,21.69,1.88,92,2.31,1.2,47.83,26.15,6.34,12.99,25.68,27.47,1300,0.29,0.33,0.36
,,,,,,,,,,,,,,,,,,,
5.07,63.8,4.23,1.72,0.33,21.63,1.96,91.93,2.33,1.2,47.21,26.44,6.28,12.87,25.43,27.31,1290,0.31,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.06,64.09,4.25,1.73,0.34,21.72,1.64,92.02,2.33,1.19,49.05,25.31,6.22,12.93,25.37,27.35,1300,0.31,0.35,0.36
,,,,,,,,,,,,,,,,,,,
4.92,64.22,4.17,1.69,0.56,21.24,1.92,94.32,2.34,1.18,53.14,20.85,5.98,12.69,24.65,26.94,1270,0.33,0.39,0.35
,,,,,,,,,,,,,,,,,,,
4.83,64.45,4.08,1.7,0.36,21.48,2.04,93.96,2.41,1.18,52.5,22.02,5.9,12.42,24.21,26.28,1260,0.29,0.34,0.35
,,,,,,,,,,,,,,,,,,,
4.96,64.08,4.27,1.72,0.44,21.22,2.36,94.04,2.3,1.16,50.52,22.77,5.92,12.99,24.83,27.19,1240,0.32,0.36,0.36
,,,,,,,,,,,,,,,,,,,
4.96,64.14,4.23,1.72,0.4,21.42,1.98,93.39,2.33,1.17,50.85,23.09,5.99,12.87,24.85,27.06,1270,0.33,0.37,0.36
,,,,,,,,,,,,,,,,,,,
5.09,64.19,4.32,1.71,0.33,21.5,1.2,92.87,2.28,1.18,52.62,21.99,6.18,13.15,25.5,27.56,1340,0.3,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.34,63.96,4.34,1.72,0.4,21.3,1.82,92.87,2.2,1.23,48.97,24.17,6.81,13.21,26.82,28.42,1280,0.31,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.12,64.09,4.29,1.71,0.27,21.39,2.24,93.12,2.27,1.19,48.65,24.66,6.31,13.05,25.67,27.52,1250,0.28,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.2,63.6,4.3,1.72,0.37,21.66,1.96,91.27,2.28,1.21,45.19,28.04,6.5,13.08,26.09,27.89,1250,0.3,0.37,0.36
,,,,,,,,,,,,,,,,,,,
5.25,63.34,4.32,1.71,0.36,21.82,1.54,90.22,2.28,1.22,44.27,29.2,6.6,13.15,26.35,28.06,1280,0.3,0.36,0.35
5.09,63.98,4.32,1.75,0.34,21.36,1.68,93.1,2.27,1.18,50.87,22.9,6.18,13.15,25.5,27.61,1300,0.32,0.36,0.36
,,,,,,,,,,,,,,,,,,,
5.2,64.08,4.32,1.71,0.3,21.27,1.96,93.41,2.23,1.2,50.08,23.24,6.47,13.15,26.09,27.85,1280,0.3,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.14,64.15,4.29,1.73,0.48,21.23,2.24,93.79,2.25,1.2,49.98,23.2,6.36,13.05,25.78,27.81,1240,0.35,0.35,0.35
,,,,,,,,,,,,,,,,,,,
5.11,64.05,4.29,1.73,0.28,21.24,1.64,93.65,2.26,1.19,52.14,21.6,6.28,13.05,25.62,27.52,1290,0.31,0.36,0.35
,,,,,,,,,,,,,,,,,,,
5.02,64.04,4.28,1.71,0.37,21.19,1.86,93.99,2.28,1.17,52.2,21.41,6.06,13.02,25.15,27.31,1310,0.31,0.35,0.35
,,,,,,,,,,,,,,,,,,,
4.98,64.45,4.26,1.73,0.33,21,2.24,95.42,2.27,1.17,54.07,19.46,5.99,12.96,24.94,27.12,1250,0.3,0.33,0.35
,,,,,,,,,,,,,,,,,,,
5.05,64.01,4.32,1.73,0.28,21.34,1.96,93.28,2.28,1.17,50.28,23.3,6.07,13.15,25.29,27.41,1310,0.31,0.34,0.36
,,,,,,,,,,,,,,,,,,,
