Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
4.59,65.75,3.7,1.51,0.37,22.41,1.86,93.05,2.7,1.24,53.61,23.85,5.9,11.26,23.07,24.56,1270,0.33,0.34,0.32
,,,,,,,,,,,,,,,,,,,
4.6,64.87,3.67,1.51,0.49,22.71,1.36,90.74,2.75,1.25,49.76,27.62,5.98,11.17,23.13,24.64,1290,0.35,0.37,0.33
,,,,,,,,,,,,,,,,,,,
4.57,65.36,3.64,1.52,0.28,22.8,1.24,91.17,2.78,1.26,51.8,26.33,5.95,11.08,22.98,24.29,1310,0.31,0.33,0.32
,,,,,,,,,,,,,,,,,,,
4.56,65.1,3.67,1.53,0.4,22.46,1.68,92.02,2.73,1.24,51.56,25.54,5.87,11.17,22.92,24.46,1280,0.39,0.35,0.32
,,,,,,,,,,,,,,,,,,,
4.59,65.62,3.72,1.53,0.28,22.59,1.74,92.19,2.72,1.23,52.17,25.45,5.87,11.32,23.06,24.53,1280,0.33,0.33,0.32
,,,,,,,,,,,,,,,,,,,
4.55,64.92,3.62,1.53,0.5,22.72,1.4,90.89,2.78,1.26,50.13,27.36,5.93,11.02,22.88,24.42,1290,0.38,0.37,0.32
,,,,,,,,,,,,,,,,,,,
4.61,65.2,3.66,1.53,0.32,22.87,1.82,90.62,2.77,1.26,47.96,29.43,6.02,11.14,23.18,24.5,1270,0.34,0.34,0.32
,,,,,,,,,,,,,,,,,,,
4.76,64.56,3.58,1.53,0.45,23.16,1.26,88.58,2.78,1.33,44.53,32.84,6.56,10.89,24.01,24.9,1250,0.38,0.36,0.33
,,,,,,,,,,,,,,,,,,,
4.59,65.11,3.5,1.55,0.4,22.58,2.38,91.7,2.79,1.31,47.88,28.66,6.24,10.65,23.13,24.19,1170,0.35,0.36,0.31
,,,,,,,,,,,,,,,,,,,
4.77,65.15,3.53,1.55,0.25,22.87,2.1,90.42,2.76,1.35,45.73,31.11,6.67,10.74,24.08,24.64,1190,0.36,0.35,0.32
,,,,,,,,,,,,,,,,,,,
4.55,65.94,3.45,1.57,0.38,22.47,2.52,93.37,2.81,1.32,51.87,25.34,6.22,10.5,22.94,23.96,1200,0.34,0.32,0.32
,,,,,,,,,,,,,,,,,,,
4.63,65.36,3.47,1.55,0.31,22.49,2.24,92.34,2.78,1.33,49.93,26.86,6.4,10.56,23.36,24.15,1230,0.34,0.34,0.32
,,,,,,,,,,,,,,,,,,,
4.67,65.01,3.5,1.54,0.28,22.59,1.9,91.39,2.76,1.33,48.81,27.98,6.45,10.65,23.56,24.3,1250,0.33,0.34,0.32
4.5,65.83,3.43,1.55,0.36,22.6,1.96,92.84,2.85,1.31,53.07,24.8,6.12,10.44,22.68,23.73,1280,0.3,0.32,0.32
,,,,,,,,,,,,,,,,,,,
4.54,65.87,3.41,1.51,0.41,22.5,2.02,93.22,2.83,1.33,53.51,24.18,6.26,10.38,22.9,23.82,1270,0.32,0.35,0.31
,,,,,,,,,,,,,,,,,,,
4.72,66.31,3.57,1.52,0.45,21.83,1.82,95.95,2.63,1.32,59.77,17.54,6.47,10.86,23.8,24.75,1300,0.34,0.37,0.31
,,,,,,,,,,,,,,,,,,,
4.71,65.63,3.53,1.55,0.33,22.21,1.74,93.58,2.7,1.33,54.57,22.56,6.51,10.74,23.76,24.54,1310,0.34,0.36,0.32
,,,,,,,,,,,,,,,,,,,
4.65,65.37,3.54,1.55,0.3,22.34,1.96,92.81,2.73,1.31,52.01,24.85,6.33,10.77,23.44,24.36,1290,0.36,0.35,0.32
,,,,,,,,,,,,,,,,,,,
4.59,65.49,3.6,1.65,0.43,22.4,2.1,92.8,2.74,1.28,51.79,25.19,6.07,10.95,23.1,24.54,1280,0.31,0.37,0.32
,,,,,,,,,,,,,,,,,,,
4.8,65.61,3.72,1.73,0.37,22.16,2.69,93.43,2.6,1.29,50.12,25.76,6.43,11.32,24.17,25.44,1290,0.34,0.43,0.33
,,,,,,,,,,,,,,,,,,,
4.82,65.3,3.74,1.76,0.28,22.44,2.47,91.91,2.62,1.29,47.46,28.57,6.44,11.38,24.27,25.49,1230,0.29,0.44,0.33
,,,,,,,,,,,,,,,,,,,
4.84,64.41,3.72,1.8,0.39,22.52,2.24,90.36,2.63,1.3,44.06,31.36,6.53,11.32,24.38,25.65,1260,0.34,0.47,0.34
,,,,,,,,,,,,,,,,,,,
4.9,64.65,3.69,1.82,0.33,22.6,2.29,90.35,2.63,1.33,43.87,31.74,6.74,11.23,24.71,25.72,1260,0.34,0.47,0.34
,,,,,,,,,,,,,,,,,,,
4.85,65.35,3.66,1.83,0.38,21.94,2.4,93.85,2.58,1.33,51.67,23.97,6.66,11.14,24.46,25.57,1240,0.33,0.45,0.33
,,,,,,,,,,,,,,,,,,,
4.78,65.79,3.67,1.84,0.25,22.03,2.66,94.25,2.61,1.3,52.17,23.85,6.46,11.17,24.08,25.27,1260,0.29,0.43,0.33
,,,,,,,,,,,,,,,,,,,
4.78,65.58,3.66,1.83,0.31,21.81,2.24,94.79,2.58,1.31,54.71,21.3,6.47,11.14,24.09,25.29,1280,0.32,0.43,0.33
,,,,,,,,,,,,,,,,,,,
4.71,65.09,3.67,1.81,0.42,21.8,2.68,94.23,2.6,1.28,51.46,23.72,6.27,11.17,23.71,25.2,1250,0.34,0.46,0.33
,,,,,,,,,,,,,,,,,,,
4.78,64.78,3.63,1.8,0.34,22.43,2.3,91.37,2.67,1.32,46.54,29.24,6.53,11.05,24.1,25.23,1250,0.32,0.45,0.33
,,,,,,,,,,,,,,,,,,,
4.77,64.86,3.63,1.79,0.32,22.45,2.35,91.42,2.67,1.31,46.58,29.27,6.5,11.05,24.04,25.17,1330,0.32,0.46,0.33
,,,,,,,,,,,,,,,,,,,
4.76,64.56,3.62,1.82,0.45,22.25,2.1,91.75,2.66,1.31,47.98,27.64,6.49,11.02,23.99,25.28,1270,0.36,0.48,0.33
,,,,,,,,,,,,,,,,,,,
4.76,64.55,3.64,1.79,0.37,22.5,2.26,90.82,2.68,1.31,45.35,30.33,6.46,11.08,23.99,25.21,1320,0.31,0.46,0.33
,,,,,,,,,,,,,,,,,,,
4.73,64.74,3.71,1.79,0.37,22.15,1.68,92.34,2.62,1.27,51.25,24.88,6.26,11.29,23.8,25.28,1320,0.34,0.46,0.33
,,,,,,,,,,,,,,,,,,,
4.91,64.84,3.73,1.85,0.31,22.36,1.74,91.42,2.59,1.32,48.58,27.5,6.7,11.35,24.75,25.85,1280,0.32,0.46,0.34
,,,,,,,,,,,,,,,,,,,
4.91,64.85,3.72,1.85,0.2,22.44,1.86,91.16,2.6,1.32,47.54,28.51,6.72,11.32,24.75,25.72,1310,0.28,0.44,0.34
,,,,,,,,,,,,,,,,,,,
4.78,65.3,3.66,1.82,0.26,22.16,1.64,93.07,2.63,1.31,53.35,23.33,6.47,11.14,24.09,25.23,1270,0.32,0.44,0.33
,,,,,,,,,,,,,,,,,,,
4.87,64.92,3.68,1.85,0.33,21.96,2.52,93.11,2.57,1.32,49.11,25.95,6.68,11.2,24.56,25.64,1220,0.34,0.44,0.33
,,,,,,,,,,,,,,,,,,,
4.9,64.74,3.72,1.85,0.32,22.2,2.1,91.88,2.58,1.32,48.01,27.47,6.69,11.32,24.7,25.81,1210,0.33,0.45,0.34
4.9,64.22,3.7,1.83,0.35,22.07,2.52,91.64,2.57,1.32,45.2,29.22,6.72,11.26,24.71,25.78,1210,0.36,0.47,0.34
,,,,,,,,,,,,,,,,,,,
4.85,64.66,3.73,1.84,0.37,21.96,2.24,92.73,2.56,1.3,49.26,25.84,6.54,11.35,24.43,25.72,1240,0.34,0.45,0.33
,,,,,,,,,,,,,,,,,,,
4.66,65.56,3.61,1.79,0.4,22.29,2.4,93.19,2.7,1.29,51.21,25.32,6.24,10.99,23.47,24.88,1250,0.32,0.44,0.33
,,,,,,,,,,,,,,,,,,,
4.73,65.43,3.67,1.8,0.36,22.56,1.9,91.86,2.69,1.29,50.11,26.92,6.32,11.17,23.82,25.19,1270,0.29,0.44,0.33
,,,,,,,,,,,,,,,,,,,
4.79,65.02,3.67,1.82,0.34,22.05,2.02,93.05,2.61,1.31,51.42,24.47,6.48,11.17,24.14,25.36,1270,0.34,0.46,0.33
,,,,,,,,,,,,,,,,,,,
4.75,64.56,3.65,1.74,0.56,22.08,1.96,92.37,2.63,1.3,49.86,25.73,6.41,11.11,23.93,25.34,1260,0.33,0.49,0.33
,,,,,,,,,,,,,,,,,,,
4.83,66.07,3.67,1.76,0.4,21.76,2.66,95.6,2.56,1.32,55.03,20.92,6.59,11.17,24.35,25.48,1330,0.3,0.45,0.33
,,,,,,,,,,,,,,,,,,,
4.9,66.11,3.7,1.76,0.45,21.47,2.74,96.65,2.5,1.32,56.56,18.93,6.72,11.26,24.71,25.81,1310,0.29,0.46,0.32
,,,,,,,,,,,,,,,,,,,
4.91,65.73,3.68,1.8,0.38,21.57,2.52,95.7,2.51,1.33,55.1,20.31,6.78,11.2,24.77,25.76,1240,0.34,0.46,0.33
,,,,,,,,,,,,,,,,,,,
4.76,65.54,3.6,1.82,0.39,22.03,2.21,93.98,2.64,1.32,53.22,23.06,6.52,10.95,24,25.17,1290,0.3,0.44,0.33
,,,,,,,,,,,,,,,,,,,
4.78,64.58,3.63,1.8,0.47,22.1,2.36,92.29,2.63,1.32,47.99,27.2,6.53,11.05,24.1,25.36,1260,0.34,0.47,0.33
,,,,,,,,,,,,,,,,,,,
4.76,64.65,3.47,1.77,0.4,22.29,1.84,91.86,2.71,1.37,49.31,26.75,6.74,10.56,24.04,24.85,1250,0.38,0.48,0.33
4.61,65.45,3.7,1.67,0.33,22.32,1.56,92.93,2.69,1.25,54.16,23.18,5.96,11.26,23.17,24.74,1290,0.32,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.61,65.12,3.62,1.71,0.42,22.11,1.72,93.3,2.69,1.27,53.87,22.79,6.09,11.02,23.2,24.69,1300,0.36,0.45,0.32
,,,,,,,,,,,,,,,,,,,
4.55,64.91,3.44,1.64,0.3,22.98,1.96,90.1,2.88,1.32,46.09,31.16,6.24,10.47,22.94,23.93,1260,0.36,0.45,0.31
,,,,,,,,,,,,,,,,,,,
4.56,64.97,3.57,1.64,0.39,23.05,1.26,89.82,2.84,1.28,48.4,29.62,6.04,10.86,22.95,24.34,1300,0.36,0.45,0.32
,,,,,,,,,,,,,,,,,,,
4.53,64.67,3.6,1.63,0.45,22.59,1.68,91.05,2.78,1.26,49.12,27.75,5.91,10.95,22.78,24.36,1250,0.4,0.48,0.32
,,,,,,,,,,,,,,,,,,,
4.53,64.76,3.61,1.63,0.51,22.41,1.74,91.82,2.75,1.25,50.6,26.12,5.9,10.99,22.78,24.45,1280,0.41,0.49,0.32
,,,,,,,,,,,,,,,,,,,
4.57,64.9,3.61,1.61,0.3,22.88,1.82,90.27,2.8,1.27,47,30.18,6,10.99,22.99,24.33,1270,0.33,0.44,0.32
,,,,,,,,,,,,,,,,,,,
4.58,64.97,3.62,1.62,0.47,22.36,1.9,92.21,2.73,1.27,50.83,25.8,6.01,11.02,23.04,24.57,1240,0.37,0.45,0.32
,,,,,,,,,,,,,,,,,,,
4.61,65.01,3.66,1.62,0.44,22.71,1.77,90.92,2.75,1.26,48.6,28.48,6.02,11.14,23.18,24.71,1260,0.33,0.44,0.32
,,,,,,,,,,,,,,,,,,,
4.53,64.58,3.62,1.61,0.52,23.02,1.17,89.39,2.82,1.25,47.53,30.18,5.88,11.02,22.77,24.46,1330,0.33,0.45,0.32
,,,,,,,,,,,,,,,,,,,
4.55,64.92,3.49,1.63,0.48,23.19,1.36,89.35,2.88,1.3,46.9,31.14,6.15,10.62,22.92,24.21,1290,0.36,0.44,0.32
,,,,,,,,,,,,,,,,,,,
4.51,64.73,3.55,1.6,0.26,22.99,1.12,89.79,2.85,1.27,48.81,29.13,5.94,10.8,22.69,23.97,1300,0.32,0.41,0.32
,,,,,,,,,,,,,,,,,,,
4.49,64.95,3.51,1.59,0.54,22.88,1.86,90.54,2.86,1.28,47.72,29.64,5.96,10.68,22.6,24.1,1270,0.4,0.47,0.32
,,,,,,,,,,,,,,,,,,,
4.46,65.22,3.54,1.61,0.4,22.8,1.74,91.23,2.85,1.26,50.08,27.63,5.83,10.77,22.43,23.96,1260,0.32,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.54,64.56,3.52,1.58,0.43,23.12,1.54,89.08,2.87,1.29,45.26,32.18,6.08,10.71,22.86,24.15,1400,0.37,0.45,0.32
,,,,,,,,,,,,,,,,,,,
4.59,65.13,3.55,1.61,0.34,22.36,2.1,92.48,2.75,1.29,50.7,25.9,6.16,10.8,23.12,24.3,1290,0.42,0.47,0.32
,,,,,,,,,,,,,,,,,,,
4.53,66.03,3.55,1.57,0.39,21.86,4.06,95.76,2.71,1.28,50.59,24.55,6,10.8,22.8,24.13,1290,0.41,0.45,0.31
,,,,,,,,,,,,,,,,,,,
4.43,64.86,3.54,1.55,0.34,21.64,3.83,95.09,2.72,1.25,49.12,25.02,5.75,10.77,22.27,23.75,1200,0.42,0.46,0.31
,,,,,,,,,,,,,,,,,,,
4.45,65.92,3.5,1.63,0.4,21.95,3.08,95.43,2.76,1.27,54.06,22.19,5.87,10.65,22.39,23.86,1200,0.32,0.41,0.31
,,,,,,,,,,,,,,,,,,,
4.44,64.38,3.59,1.58,0.26,22.25,2.4,92.02,2.77,1.24,48.21,27.46,5.69,10.92,22.31,23.84,1260,0.31,0.41,0.32
,,,,,,,,,,,,,,,,,,,
4.47,65.4,3.51,1.61,0.32,22.62,2.02,92.14,2.83,1.27,51.01,26.41,5.91,10.68,22.49,23.84,1260,0.33,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.51,65.55,3.62,1.63,0.37,22.31,2.24,93.33,2.74,1.25,52.66,24.28,5.83,11.02,22.67,24.27,1260,0.34,0.41,0.32
,,,,,,,,,,,,,,,,,,,
4.57,64.65,3.68,1.61,0.14,22.9,1.68,89.8,2.78,1.24,46.3,30.77,5.88,11.2,22.97,24.33,1290,0.27,0.39,0.32
,,,,,,,,,,,,,,,,,,,
4.58,64.77,3.6,1.62,0.17,23.03,1.26,89.56,2.82,1.27,47.56,30.19,6.05,10.95,23.05,24.22,1300,0.29,0.39,0.32
,,,,,,,,,,,,,,,,,,,
4.56,64.73,3.57,1.62,0.33,22.81,1.74,90.33,2.81,1.28,47.29,29.76,6.04,10.86,22.95,24.26,1280,0.33,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.54,64.6,3.49,1.63,0.49,22.86,2.1,90.07,2.85,1.3,45.17,31.51,6.13,10.62,22.87,24.19,1260,0.36,0.45,0.32
,,,,,,,,,,,,,,,,,,,
4.54,64.58,3.53,1.61,0.42,22.71,1.63,90.54,2.81,1.29,48.08,28.88,6.06,10.74,22.86,24.19,1250,0.35,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.57,65.58,3.47,1.63,0.28,22.31,2.24,93.41,2.77,1.32,52.59,24.33,6.24,10.56,23.04,24.03,1240,0.33,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.53,65.17,3.44,1.62,0.38,22.6,1.6,91.85,2.84,1.32,51.64,25.88,6.18,10.47,22.84,23.93,1260,0.36,0.44,0.31
,,,,,,,,,,,,,,,,,,,
4.49,65.14,3.39,1.61,0.37,22.47,2.07,92.39,2.85,1.32,50.93,26.04,6.16,10.32,22.64,23.68,1200,0.35,0.44,0.31
,,,,,,,,,,,,,,,,,,,
4.45,65.67,3.42,1.6,0.33,22.59,2.04,92.73,2.87,1.3,52.52,25.19,6.01,10.41,22.42,23.58,1250,0.32,0.41,0.31
,,,,,,,,,,,,,,,,,,,
4.52,65.87,3.52,1.62,0.36,22.5,3.06,93.15,2.8,1.28,49.26,27.39,6.02,10.71,22.76,24.06,1080,0.35,0.41,0.32
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.46,65.56,3.47,1.6,0.45,22.57,2.12,92.59,2.85,1.29,51.76,25.7,5.95,10.56,22.45,23.84,1270,0.35,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.64,65.5,3.57,1.62,0.2,22.7,1.82,91.67,2.76,1.3,50.4,27.1,6.26,10.86,23.37,24.36,1290,0.31,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.6,65.22,3.57,1.61,0.3,22.66,1.68,91.49,2.77,1.29,50.4,26.99,6.15,10.86,23.16,24.33,1300,0.32,0.41,0.33
,,,,,,,,,,,,,,,,,,,
4.63,64.69,3.47,1.6,0.33,22.82,1.74,90.21,2.82,1.33,46.73,30.22,6.4,10.56,23.36,24.22,1280,0.34,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.64,64.94,3.51,1.62,0.24,22.88,1.4,90.3,2.81,1.32,48.55,29.02,6.36,10.68,23.4,24.27,1300,0.34,0.41,0.33
,,,,,,,,,,,,,,,,,,,
4.62,64.79,3.48,1.62,0.41,22.74,1.62,90.64,2.81,1.33,48.28,28.81,6.35,10.59,23.3,24.32,1290,0.37,0.45,0.32
,,,,,,,,,,,,,,,,,,,
4.61,65.06,3.52,1.62,0.32,22.57,1.79,91.61,2.78,1.31,49.99,27.04,6.26,10.71,23.23,24.28,1270,0.34,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.6,65.17,3.52,1.61,0.28,22.7,1.68,91.32,2.8,1.31,49.97,27.43,6.23,10.71,23.18,24.2,1280,0.33,0.43,0.33
,,,,,,,,,,,,,,,,,,,
4.43,65.56,3.37,1.62,0.47,22.47,2.24,93.1,2.88,1.31,52.38,24.95,6.04,10.25,22.33,23.57,1250,0.35,0.44,0.32
,,,,,,,,,,,,,,,,,,,
4.58,65.08,3.55,1.62,0.26,22.85,1.46,90.66,2.81,1.29,49.45,28.25,6.13,10.8,23.06,24.2,1310,0.32,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.72,64.25,3.64,1.61,0.19,23.13,1.12,88.26,2.77,1.3,44.25,32.97,6.35,11.08,23.77,24.73,1300,0.34,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.62,65.34,3.6,1.62,0.34,22.29,1.36,92.95,2.71,1.28,54.83,22.59,6.15,10.95,23.26,24.51,1250,0.37,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.47,65.97,3.49,1.65,0.46,21.69,2.24,96.5,2.72,1.28,59.54,17.32,5.94,10.62,22.5,23.97,1240,0.37,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.43,65.59,3.37,1.61,0.53,22.41,2.1,93.36,2.87,1.31,53.53,23.91,6.04,10.25,22.33,23.62,1260,0.36,0.43,0.31
,,,,,,,,,,,,,,,,,,,
4.49,65.42,3.41,1.59,0.37,22.69,1.82,91.96,2.87,1.32,51.39,26.33,6.13,10.38,22.63,23.71,1280,0.33,0.4,0.31
4.44,65,3.48,1.59,0.42,22.77,1.6,91.11,2.88,1.28,50.2,27.45,5.88,10.59,22.35,23.76,1290,0.35,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.51,65.58,3.47,1.58,0.24,22.71,1.96,92.04,2.85,1.3,51.1,26.61,6.08,10.56,22.72,23.76,1300,0.29,0.39,0.32
,,,,,,,,,,,,,,,,,,,
4.63,66.03,3.55,1.57,0.44,21.68,2.24,96.3,2.65,1.3,58.7,17.92,6.26,10.8,23.33,24.48,1300,0.35,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.57,65.61,3.56,1.6,0.5,22.03,1.94,94.43,2.71,1.28,55.94,21.01,6.09,10.83,23.01,24.41,1270,0.35,0.44,0.32
,,,,,,,,,,,,,,,,,,,
4.54,65.16,3.58,1.61,0.44,22.33,1.96,92.69,2.75,1.27,51.92,24.9,5.97,10.89,22.84,24.32,1200,0.35,0.45,0.32
,,,,,,,,,,,,,,,,,,,
4.55,65.08,3.61,1.63,0.28,22.57,1.84,91.66,2.77,1.26,50.14,26.92,5.95,10.99,22.88,24.27,1200,0.31,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.51,65.38,3.49,1.56,0.43,22.62,2.1,92.06,2.83,1.29,50.37,26.9,6.05,10.62,22.71,23.97,1230,0.33,0.44,0.31
,,,,,,,,,,,,,,,,,,,
4.47,65.5,3.51,1.55,0.39,22.36,2.24,93.23,2.8,1.27,52.5,24.54,5.91,10.68,22.49,23.85,1260,0.36,0.44,0.31
,,,,,,,,,,,,,,,,,,,
4.5,64.85,3.49,1.52,0.41,22.98,1.68,90.05,2.88,1.29,47.25,30.28,6.02,10.62,22.66,23.88,1250,0.37,0.44,0.31
,,,,,,,,,,,,,,,,,,,
4.5,64.86,3.51,1.53,0.45,22.82,1.74,90.62,2.85,1.28,48.23,29.08,5.99,10.68,22.65,23.98,1250,0.38,0.45,0.31
,,,,,,,,,,,,,,,,,,,
4.51,64.9,3.53,1.54,0.38,22.8,1.62,90.71,2.84,1.28,48.94,28.49,5.98,10.74,22.7,23.99,1240,0.38,0.46,0.31
,,,,,,,,,,,,,,,,,,,
4.41,64.96,3.45,1.5,0.38,22.78,1.71,91.08,2.9,1.28,49.76,27.82,5.85,10.5,22.2,23.48,1280,0.38,0.44,0.31
,,,,,,,,,,,,,,,,,,,
4.49,64.68,3.53,1.51,0.36,23.04,1.18,89.59,2.87,1.27,48.15,29.78,5.93,10.74,22.59,23.88,1290,0.37,0.45,0.31
,,,,,,,,,,,,,,,,,,,
4.5,64.5,3.55,1.51,0.35,23.1,1.23,89.1,2.87,1.27,46.66,31.07,5.92,10.8,22.64,23.95,1340,0.37,0.44,0.31
,,,,,,,,,,,,,,,,,,,
4.45,65.45,3.48,1.53,0.35,22.41,1.96,93.03,2.83,1.28,53.24,24.13,5.9,10.59,22.4,23.66,1260,0.37,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.5,65.59,3.48,1.54,0.26,22.32,1.84,93.49,2.8,1.29,54.64,22.81,6.04,10.59,22.66,23.73,1270,0.34,0.4,0.31
,,,,,,,,,,,,,,,,,,,
4.49,65.3,3.5,1.53,0.33,22.68,2.04,91.76,2.84,1.28,49.95,27.38,5.98,10.65,22.6,23.81,1240,0.34,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.41,64.96,3.52,1.53,0.52,22.52,1.76,91.96,2.84,1.25,51.43,25.81,5.73,10.71,22.17,23.8,1260,0.36,0.43,0.31
,,,,,,,,,,,,,,,,,,,
4.72,64.93,3.47,1.55,0.35,22.74,1.68,90.7,2.78,1.36,47.95,29.06,6.64,10.56,23.83,24.46,1280,0.34,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.56,64.91,3.47,1.53,0.44,22.88,1.4,90.41,2.85,1.31,49.02,28.66,6.21,10.56,22.98,24.06,1300,0.33,0.4,0.31
,,,,,,,,,,,,,,,,,,,
4.48,65.25,3.44,1.55,0.45,22.73,1.74,91.57,2.87,1.3,50.74,26.93,6.05,10.47,22.57,23.78,1270,0.38,0.44,0.3
,,,,,,,,,,,,,,,,,,,
4.51,65,3.49,1.53,0.28,22.88,2.1,90.6,2.86,1.29,46.84,30.3,6.05,10.62,22.71,23.79,1240,0.34,0.43,0.31
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.44,64.42,3.48,1.46,0.26,22.63,1.79,90.79,2.86,1.28,48.13,28.61,5.88,10.59,22.35,23.47,1270,0.3,0.4,0.31
,,,,,,,,,,,,,,,,,,,
4.49,65.03,3.5,1.47,0.29,22.49,1.96,92.06,2.81,1.28,50.62,26.33,5.98,10.65,22.6,23.71,1280,0.27,0.41,0.31
,,,,,,,,,,,,,,,,,,,
4.39,64.89,3.35,1.49,0.46,23.08,1.68,90.04,2.98,1.31,47.59,30.31,5.97,10.19,22.12,23.27,1280,0.39,0.42,0.3
,,,,,,,,,,,,,,,,,,,
4.48,65.18,3.53,1.53,0.38,22.4,2.52,92.6,2.8,1.27,49.66,26.8,5.9,10.74,22.54,23.89,1220,0.39,0.42,0.3
,,,,,,,,,,,,,,,,,,,
4.55,64.77,3.53,1.52,0.33,22.94,1.54,89.98,2.84,1.29,47.4,30.05,6.08,10.74,22.91,24.04,1260,0.33,0.42,0.31
4.8,65.48,3.54,1.53,0.4,22.22,1.64,93.17,2.66,1.36,53.67,23.26,6.73,10.77,24.23,24.88,1300,0.35,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.82,66.3,3.59,1.56,0.41,21.39,2.58,97.49,2.54,1.34,59.28,16.65,6.7,10.92,24.32,25.09,1240,0.34,0.44,0.31
4.65,66,3.59,1.59,0.44,21.85,2.35,95.52,2.65,1.3,56.64,19.96,6.25,10.92,23.42,24.65,1230,0.35,0.42,0.31
,,,,,,,,,,,,,,,,,,,
4.6,66.18,3.57,1.58,0.44,21.48,2.8,97.35,2.63,1.29,58.72,17.33,6.15,10.86,23.16,24.44,1180,0.34,0.4,0.3
,,,,,,,,,,,,,,,,,,,
4.96,64.56,3.44,1.47,0.37,23.2,1.26,88.26,2.76,1.44,43.09,34.05,7.32,10.47,25.11,25.04,1280,0.34,0.43,0.33
,,,,,,,,,,,,,,,,,,,
4.47,66.01,3.28,1.48,0.58,22.17,2.66,94.88,2.86,1.36,54.64,22.38,6.3,9.98,22.57,23.46,1270,0.37,0.46,0.32
,,,,,,,,,,,,,,,,,,,
4.53,65.86,3.31,1.5,0.48,22.38,2.1,93.75,2.85,1.37,54.27,23.27,6.4,10.07,22.88,23.63,1300,0.38,0.46,0.32
,,,,,,,,,,,,,,,,,,,
4.52,65.57,3.29,1.5,0.37,22.57,1.74,92.67,2.89,1.37,53.2,24.61,6.41,10.01,22.83,23.44,1290,0.35,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.71,65.51,3.34,1.5,0.34,22.83,1.54,91.31,2.84,1.41,50.45,27.44,6.83,10.16,23.82,24.08,1300,0.33,0.42,0.33
,,,,,,,,,,,,,,,,,,,
4.62,65.34,3.45,1.51,0.44,22.57,1.68,92.05,2.8,1.34,51.61,25.82,6.41,10.5,23.31,24.17,1280,0.37,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.57,65.13,3.35,1.54,0.37,22.78,1.4,91.16,2.88,1.36,50.78,27.05,6.44,10.19,23.08,23.76,1280,0.34,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.58,65.62,3.33,1.51,0.2,22.66,1.73,92.28,2.86,1.38,52.3,25.55,6.5,10.13,23.14,23.55,1280,0.3,0.39,0.33
,,,,,,,,,,,,,,,,,,,
4.56,65.01,3.31,1.5,0.41,22.77,1.68,91.08,2.89,1.38,49.35,28.09,6.48,10.07,23.04,23.64,1250,0.35,0.42,0.32
,,,,,,,,,,,,,,,,,,,
4.67,65.13,3.36,1.5,0.29,22.99,1.52,90.26,2.86,1.39,48.01,29.74,6.69,10.22,23.61,23.96,1290,0.32,0.41,0.33
4.69,65.22,3.35,1.5,0.35,22.84,1.46,90.89,2.84,1.4,49.64,28.08,6.76,10.19,23.71,24.06,1290,0.34,0.43,0.32
,,,,,,,,,,,,,,,,,,,
4.69,65.08,3.34,1.5,0.26,23.24,1.26,89.31,2.89,1.4,46.86,31.32,6.78,10.16,23.72,23.94,1270,0.32,0.41,0.32
,,,,,,,,,,,,,,,,,,,
4.5,65.31,3.18,1.49,0.25,23.2,1.4,90.17,3.02,1.42,49.03,29.57,6.54,9.68,22.77,23.01,1260,0.32,0.4,0.31
,,,,,,,,,,,,,,,,,,,
4.59,65.52,3.24,1.53,0.49,22.72,1.49,91.98,2.9,1.42,52.48,25.59,6.68,9.86,23.22,23.69,1290,0.37,0.42,0.32
,,,,,,,,,,,,,,,,,,,
